setting,seed,p,K,t,camera_coef,license_coef,loss_ratio,nonadopter_rate_change,noncausal_camera_coverage,noncausal_license_compliance,noncausal_share,promised,realized,true_cut,share_proxy_heavy,gap_proxy_heavy,share_causal_only,gap_causal_only
license=0.1,17,0.1,3,4,-0.548568,-0.520905,0.727898,0.0232177,0.126447,0.057926,0.184373,0.305034,0.24044,0.259,0.0485934,0.0898676,0.460358,-0.0652313
license=0.1,17,0.1,3,5,-0.545691,-0.499727,0.727535,0.0260592,0.130253,0.0559006,0.186154,0.305034,0.232742,0.259,0.0485934,0.081268,0.460358,-0.0725677
license=0.1,17,0.1,3,6,-0.515636,-0.522324,0.730222,0.0198899,0.125354,0.0622819,0.187636,0.305034,0.22999,0.259,0.0485934,0.0796606,0.460358,-0.0756776
license=0.1,17,0.1,3,7,-0.496297,-0.580152,0.732553,0.0243988,0.122907,0.0766216,0.199529,0.305034,0.225762,0.259,0.0485934,0.082361,0.460358,-0.0808927
license=0.1,17,0.1,3,8,-0.5073,-0.670753,0.736873,0.0298214,0.128086,0.0982132,0.226299,0.305034,0.2183,0.259,0.0485934,0.0889562,0.460358,-0.0920014
license=0.1,17,0.1,3,9,-0.523823,-0.707509,0.743293,0.0331181,0.136886,0.110289,0.247175,0.305034,0.209468,0.259,0.0485934,0.0888938,0.460358,-0.103771
license=0.1,17,0.1,3,10,-0.567784,-0.687518,0.756042,0.0119305,0.14732,0.103557,0.250878,0.305034,0.210268,0.259,0.0485934,0.088763,0.460358,-0.105148
license=0.1,17,0.25,3,1,-0.688444,-0.415115,0.731433,0,0.144056,0.0329499,0.177005,0.307558,0.277803,0.258728,0.0501567,0.125729,0.434692,-0.0339659
license=0.1,17,0.25,3,2,-0.637403,-0.441131,0.772806,-0.0535096,0.137282,0.0392256,0.176508,0.307558,0.269062,0.258728,0.0501567,0.11719,0.434692,-0.0408594
license=0.1,17,0.25,3,3,-0.570108,-0.470402,0.758852,-0.0326091,0.127565,0.0465709,0.174135,0.307558,0.25257,0.258728,0.0501567,0.0987533,0.434692,-0.053614
license=0.1,17,0.25,3,4,-0.497097,-0.52203,0.741516,-0.00265708,0.117658,0.0606019,0.17826,0.307558,0.236243,0.258728,0.0501567,0.0861986,0.434692,-0.0680643
license=0.1,17,0.25,3,5,-0.460441,-0.504287,0.736719,0.00479564,0.115292,0.0616244,0.176917,0.307558,0.225798,0.258728,0.0501567,0.0761348,0.434692,-0.0768201
license=0.1,17,0.25,3,6,-0.443368,-0.529643,0.736525,0.00221402,0.114947,0.0704567,0.185404,0.307558,0.221044,0.258728,0.0501567,0.077099,0.434692,-0.0829141
license=0.1,17,0.25,3,7,-0.4089,-0.57153,0.73768,0.00680663,0.109822,0.0843006,0.194123,0.307558,0.214248,0.258728,0.0501567,0.0762953,0.434692,-0.0887939
license=0.1,17,0.25,3,8,-0.429088,-0.64011,0.738608,0.0154183,0.117054,0.102123,0.219177,0.307558,0.206827,0.258728,0.0501567,0.0800489,0.434692,-0.099106
license=0.1,17,0.25,3,9,-0.448528,-0.655591,0.740365,0.0234437,0.125138,0.108158,0.233296,0.307558,0.20003,0.258728,0.0501567,0.0783895,0.434692,-0.10777
license=0.1,17,0.25,3,10,-0.523238,-0.642153,0.751486,0.00555308,0.144056,0.101351,0.245407,0.307558,0.20132,0.258728,0.0501567,0.081654,0.434692,-0.110582
license=0.1,17,0.5,3,1,-0.688444,-0.415115,0.720644,0,0.144056,0.0329499,0.177005,0.312927,0.282964,0.268332,0.0430945,0.127684,0.436656,-0.0391772
license=0.1,17,0.5,3,2,-0.639142,-0.453336,0.83241,-0.138195,0.138681,0.0418588,0.18054,0.312927,0.27247,0.268332,0.0430945,0.120637,0.436656,-0.0484499
license=0.1,17,0.5,3,3,-0.59914,-0.485822,0.799433,-0.105389,0.137443,0.0508787,0.188322,0.312927,0.252839,0.268332,0.0430945,0.105815,0.436656,-0.0665761
license=0.1,17,0.5,3,4,-0.513598,-0.584571,0.764579,-0.0651185,0.125817,0.0765023,0.20232,0.312927,0.233385,0.268332,0.0430945,0.0966616,0.436656,-0.0848643
license=0.1,17,0.5,3,5,-0.460467,-0.595746,0.751506,-0.0535663,0.122613,0.0879789,0.210592,0.312927,0.217079,0.268332,0.0430945,0.0859528,0.436656,-0.0996429
license=0.1,17,0.5,3,6,-0.380237,-0.662486,0.746004,-0.0527307,0.106483,0.111583,0.218065,0.312927,0.207797,0.268332,0.0430945,0.0844305,0.436656,-0.107106
license=0.1,17,0.5,3,7,-0.341598,-0.690717,0.743271,-0.0460688,0.102284,0.128737,0.231021,0.312927,0.195079,0.268332,0.0430945,0.0802465,0.436656,-0.118878
license=0.1,17,0.5,3,8,-0.367938,-0.726146,0.739813,-0.0349371,0.113356,0.142595,0.255951,0.312927,0.186397,0.268332,0.0430945,0.081878,0.436656,-0.130748
license=0.1,17,0.5,3,9,-0.453146,-0.71167,0.742276,-0.0294444,0.145265,0.142994,0.288259,0.312927,0.178074,0.268332,0.0430945,0.0828329,0.436656,-0.145666
license=0.1,17,0.5,3,10,-0.560645,-0.662693,0.75094,-0.0404981,0.172665,0.120742,0.293407,0.312927,0.184529,0.268332,0.0430945,0.0874042,0.436656,-0.143355
license=0.1,17,1,3,1,-0.688444,-0.415115,0.706735,,0.144056,0.0329499,0.177005,0.311053,0.280607,0.268067,0.0396387,0.130395,0.452835,-0.0411014
license=0.1,17,1,3,2,-0.630996,-0.527965,1.05347,,0.139995,0.0578901,0.197885,0.311053,0.266522,0.268067,0.0396387,0.130055,0.452835,-0.0564844
license=0.1,17,1,3,3,-0.596899,-0.61668,0.952003,,0.139097,0.0803884,0.219485,0.311053,0.251786,0.268067,0.0396387,0.128175,0.452835,-0.0716732
license=0.1,17,1,3,4,-0.51811,-0.788059,0.862269,,0.106906,0.0999461,0.206852,0.311053,0.262391,0.268067,0.0396387,0.136136,0.452835,-0.0589029
license=0.1,17,1,3,5,-0.505786,-0.805513,0.813362,,0.0971099,0.0936116,0.190721,0.311053,0.267973,0.268067,0.0396387,0.133264,0.452835,-0.0513196
license=0.1,17,1,3,6,-0.469161,-0.854571,0.783594,,0.0829361,0.0905028,0.173439,0.311053,0.27025,0.268067,0.0396387,0.125947,0.452835,-0.0460579
license=0.1,17,1,3,7,-0.496722,-0.840005,0.760363,,0.090228,0.0906939,0.180922,0.311053,0.263378,0.268067,0.0396387,0.122438,0.452835,-0.0536862
license=0.1,17,1,3,8,-0.505504,-0.827942,0.746053,,0.0939113,0.0914965,0.185408,0.311053,0.258025,0.268067,0.0396387,0.118804,0.452835,-0.0581516
license=0.1,17,1,3,9,-0.623385,-0.763013,0.742685,,0.116364,0.0788404,0.195204,0.311053,0.252927,0.268067,0.0396387,0.1163,0.452835,-0.0668898
license=0.1,17,1,3,10,-0.705391,-0.705852,0.750835,,0.117515,0.0576738,0.175189,0.311053,0.259612,0.268067,0.0396387,0.108962,0.452835,-0.058761
license=0.1,18,0,3,1,-0.415582,-0.624417,0.727711,0,0.0992447,0.0801965,0.179441,,,,,,,
license=0.1,18,0,3,2,-0.440961,-0.596133,0.719559,0.00680676,0.106709,0.0755373,0.182246,,,,,,,
license=0.1,18,0,3,3,-0.426504,-0.627184,0.707771,0.015548,0.102317,0.0816425,0.183959,,,,,,,
license=0.1,18,0,3,4,-0.414062,-0.625701,0.706267,0.0191101,0.10451,0.086482,0.190992,,,,,,,
license=0.1,18,0,3,5,-0.406075,-0.654875,0.713631,0.0125656,0.105744,0.0965799,0.202324,,,,,,,
license=0.1,18,0,3,6,-0.474729,-0.653905,0.730332,-0.00676816,0.123304,0.0943197,0.217624,,,,,,,
license=0.1,18,0,3,7,-0.507871,-0.644615,0.73842,-0.0202544,0.127283,0.0878903,0.215173,,,,,,,
license=0.1,18,0,3,8,-0.51494,-0.638636,0.748612,-0.0329891,0.129252,0.0857389,0.214991,,,,,,,
license=0.1,18,0,3,9,-0.510312,-0.641772,0.751399,-0.0381189,0.128223,0.0863682,0.214592,,,,,,,
license=0.1,18,0,3,10,-0.503402,-0.671922,0.762884,-0.0487941,0.125368,0.0909307,0.216298,,,,,,,
license=0.1,18,0.1,3,1,-0.415582,-0.624417,0.719402,0,0.0992447,0.0801965,0.179441,0.260979,0.231671,0.267547,0.0904255,0.0749023,0.412234,-0.0823784
license=0.1,18,0.1,3,2,-0.466214,-0.605693,0.732683,-0.0225002,0.113783,0.07795,0.191733,0.260979,0.228732,0.267547,0.0904255,0.0767426,0.412234,-0.0874588
license=0.1,18,0.1,3,3,-0.48257,-0.618664,0.718022,-0.00947,0.118666,0.0813635,0.200029,0.260979,0.227426,0.267547,0.0904255,0.0790786,0.412234,-0.0902869
license=0.1,18,0.1,3,4,-0.481951,-0.610616,0.712009,-0.000118257,0.124284,0.0840914,0.208376,0.260979,0.218947,0.267547,0.0904255,0.0743763,0.412234,-0.101232
license=0.1,18,0.1,3,5,-0.449114,-0.619625,0.717008,-0.00404109,0.118807,0.0894789,0.208285,0.260979,0.215132,0.267547,0.0904255,0.0709056,0.412234,-0.104888
license=0.1,18,0.1,3,6,-0.472863,-0.626053,0.731907,-0.021818,0.123,0.0884726,0.211472,0.260979,0.216204,0.267547,0.0904255,0.0749111,0.412234,-0.105481
license=0.1,18,0.1,3,7,-0.47937,-0.610944,0.740667,-0.0361419,0.121553,0.0827876,0.204341,0.260979,0.219514,0.267547,0.0904255,0.0757592,0.412234,-0.0994105
license=0.1,18,0.1,3,8,-0.482428,-0.602013,0.750332,-0.0476228,0.122946,0.0805157,0.203461,0.260979,0.214985,0.267547,0.0904255,0.0715896,0.412234,-0.1035
license=0.1,18,0.1,3,9,-0.487924,-0.597472,0.753955,-0.0541203,0.126863,0.0815024,0.208366,0.260979,0.210473,0.267547,0.0904255,0.0689955,0.412234,-0.107813
license=0.1,18,0.1,3,10,-0.486035,-0.61501,0.765457,-0.0647442,0.127222,0.0855226,0.212744,0.260979,0.20718,0.267547,0.0904255,0.0678103,0.412234,-0.11202
license=0.1,18,0.25,3,1,-0.415582,-0.624417,0.710492,0,0.0992447,0.0801965,0.179441,0.257102,0.227406,0.260947,0.0901804,0.0698768,0.37976,-0.0810397
license=0.1,18,0.25,3,2,-0.487591,-0.594685,0.761445,-0.071795,0.121785,0.0779259,0.199711,0.257102,0.222112,0.260947,0.0901804,0.0722621,0.37976,-0.0897329
license=0.1,18,0.25,3,3,-0.51952,-0.595003,0.743249,-0.0574333,0.134738,0.081647,0.216385,0.257102,0.216807,0.260947,0.0901804,0.0731017,0.37976,-0.0973908
license=0.1,18,0.25,3,4,-0.522491,-0.595997,0.733661,-0.0462194,0.148374,0.0910436,0.239418,0.257102,0.202218,0.260947,0.0901804,0.0684465,0.37976,-0.11638
license=0.1,18,0.25,3,5,-0.479625,-0.625325,0.734983,-0.0466456,0.14403,0.1056,0.249629,0.257102,0.192979,0.260947,0.0901804,0.0637384,0.37976,-0.127248
license=0.1,18,0.25,3,6,-0.497347,-0.643638,0.743355,-0.0553167,0.149324,0.109423,0.258748,0.257102,0.191678,0.260947,0.0901804,0.0682214,0.37976,-0.131739
license=0.1,18,0.25,3,7,-0.504051,-0.628868,0.746291,-0.0613976,0.14378,0.099518,0.243298,0.257102,0.198247,0.260947,0.0901804,0.0697972,0.37976,-0.122072
license=0.1,18,0.25,3,8,-0.509383,-0.615245,0.752083,-0.0679939,0.141071,0.0919872,0.233059,0.257102,0.198953,0.260947,0.0901804,0.0680831,0.37976,-0.119733
license=0.1,18,0.25,3,9,-0.539095,-0.596128,0.75487,-0.0739332,0.147838,0.0861484,0.233987,0.257102,0.199008,0.260947,0.0901804,0.0685109,0.37976,-0.119061
license=0.1,18,0.25,3,10,-0.573791,-0.599787,0.768185,-0.0879849,0.159313,0.0874718,0.246785,0.257102,0.195489,0.260947,0.0901804,0.069937,0.37976,-0.124679
license=0.1,18,0.5,3,1,-0.415582,-0.624417,0.696034,0,0.0992447,0.0801965,0.179441,0.25664,0.22703,0.262095,0.0851495,0.0674483,0.371515,-0.0802194
license=0.1,18,0.5,3,2,-0.495273,-0.591098,0.813275,-0.14922,0.122941,0.0765362,0.199477,0.25664,0.222923,0.262095,0.0851495,0.0705607,0.371515,-0.0873423
license=0.1,18,0.5,3,3,-0.549169,-0.569483,0.781149,-0.122161,0.137807,0.0726254,0.210433,0.25664,0.222228,0.262095,0.0851495,0.0731916,0.371515,-0.0891446
license=0.1,18,0.5,3,4,-0.570733,-0.546296,0.754989,-0.0956473,0.152381,0.0726807,0.225061,0.25664,0.21238,0.262095,0.0851495,0.069321,0.371515,-0.101537
license=0.1,18,0.5,3,5,-0.506953,-0.536701,0.749302,-0.0898669,0.143165,0.0768574,0.220023,0.25664,0.204942,0.262095,0.0851495,0.0597337,0.371515,-0.107451
license=0.1,18,0.5,3,6,-0.490361,-0.553568,0.755653,-0.0965797,0.14212,0.0833803,0.225501,0.25664,0.200176,0.262095,0.0851495,0.0588735,0.371515,-0.114382
license=0.1,18,0.5,3,7,-0.482071,-0.56469,0.758364,-0.10202,0.137278,0.0845346,0.221813,0.25664,0.201725,0.262095,0.0851495,0.0594691,0.371515,-0.111977
license=0.1,18,0.5,3,8,-0.51409,-0.55101,0.763506,-0.109144,0.146155,0.0796728,0.225828,0.25664,0.197978,0.262095,0.0851495,0.0583816,0.371515,-0.11683
license=0.1,18,0.5,3,9,-0.571886,-0.524904,0.766774,-0.116704,0.164294,0.0743353,0.23863,0.25664,0.196145,0.262095,0.0851495,0.0609062,0.371515,-0.119723
license=0.1,18,0.5,3,10,-0.633069,-0.458679,0.778336,-0.128841,0.186121,0.0597454,0.245866,0.25664,0.191744,0.262095,0.0851495,0.0576332,0.371515,-0.123638
license=0.1,18,1,3,1,-0.415582,-0.624417,0.653983,,0.0992447,0.0801965,0.179441,0.259076,0.229941,0.26575,0.0824535,0.0653954,0.379588,-0.0795308
license=0.1,18,1,3,2,-0.435829,-0.579477,1.00326,,0.110862,0.0772796,0.188142,0.259076,0.222695,0.26575,0.0824535,0.0599373,0.379588,-0.0869436
license=0.1,18,1,3,3,-0.460967,-0.495213,0.923196,,0.118949,0.0606453,0.179594,0.259076,0.223216,0.26575,0.0824535,0.0538959,0.379588,-0.0824553
license=0.1,18,1,3,4,-0.479969,-0.49165,0.844226,,0.110613,0.0492993,0.159912,0.259076,0.233192,0.26575,0.0824535,0.0568477,0.379588,-0.0700329
license=0.1,18,1,3,5,-0.445911,-0.496229,0.807292,,0.094738,0.0438723,0.13861,0.259076,0.240604,0.26575,0.0824535,0.0559299,0.379588,-0.0596315
license=0.1,18,1,3,6,-0.442334,-0.640179,0.79503,,0.0857971,0.0601734,0.14597,0.259076,0.242446,0.26575,0.0824535,0.064434,0.379588,-0.0622025
license=0.1,18,1,3,7,-0.479995,-0.65285,0.787061,,0.0877221,0.0574622,0.145184,0.259076,0.24993,0.26575,0.0824535,0.0715356,0.379588,-0.0545409
license=0.1,18,1,3,8,-0.566295,-0.670253,0.789435,,0.101074,0.0569362,0.15801,0.259076,0.248917,0.26575,0.0824535,0.0773913,0.379588,-0.059017
license=0.1,18,1,3,9,-0.668941,-0.617954,0.787499,,0.115335,0.0467363,0.162071,0.259076,0.257273,0.26575,0.0824535,0.0883169,0.379588,-0.0514588
license=0.1,18,1,3,10,-0.720178,-0.574607,0.797999,,0.119955,0.0379213,0.157876,0.259076,0.259242,0.26575,0.0824535,0.0891289,0.379588,-0.0487156
license=0.1,19,0,3,1,-0.373238,-0.652088,0.705763,0,0.0843656,0.0859215,0.170287,,,,,,,
license=0.1,19,0,3,2,-0.315003,-0.680479,0.712119,-0.00593916,0.0685956,0.0891341,0.15773,,,,,,,
license=0.1,19,0,3,3,-0.297498,-0.670975,0.72503,-0.0203095,0.0634425,0.0857465,0.149189,,,,,,,
license=0.1,19,0,3,4,-0.304245,-0.655191,0.735337,-0.034999,0.0640571,0.0813369,0.145394,,,,,,,
license=0.1,19,0,3,5,-0.335105,-0.551924,0.734392,-0.0375095,0.0723207,0.0634858,0.135806,,,,,,,
license=0.1,19,0,3,6,-0.384531,-0.427558,0.735382,-0.0405685,0.0859651,0.0415786,0.127544,,,,,,,
license=0.1,19,0,3,7,-0.458898,-0.348923,0.731877,-0.0348993,0.106223,0.0272139,0.133437,,,,,,,
license=0.1,19,0,3,8,-0.497629,-0.340481,0.739799,-0.0388718,0.115946,0.0247059,0.140651,,,,,,,
license=0.1,19,0,3,9,-0.545881,-0.378586,0.743209,-0.0401742,0.125642,0.0303848,0.156027,,,,,,,
license=0.1,19,0,3,10,-0.544009,-0.340394,0.737559,-0.0334341,0.118455,0.0207735,0.139229,,,,,,,
license=0.1,19,0.1,3,1,-0.373238,-0.652088,0.704012,0,0.0843656,0.0859215,0.170287,0.263472,0.24766,0.273562,0.0728291,0.0864488,0.369748,-0.0775693
license=0.1,19,0.1,3,2,-0.304983,-0.693212,0.726832,-0.027309,0.0670906,0.0928878,0.159978,0.263472,0.253237,0.273562,0.0728291,0.0868005,0.369748,-0.069584
license=0.1,19,0.1,3,3,-0.271386,-0.693698,0.736296,-0.0351466,0.0595101,0.0933737,0.152884,0.263472,0.255697,0.273562,0.0728291,0.0862325,0.369748,-0.0656941
license=0.1,19,0.1,3,4,-0.269289,-0.692783,0.743268,-0.0440235,0.0596083,0.0941958,0.153804,0.263472,0.2565,0.273562,0.0728291,0.0878265,0.369748,-0.0661792
license=0.1,19,0.1,3,5,-0.319159,-0.575468,0.741396,-0.0449553,0.0727539,0.0729254,0.145679,0.263472,0.255245,0.273562,0.0728291,0.0831862,0.369748,-0.0654965
license=0.1,19,0.1,3,6,-0.404909,-0.430232,0.741783,-0.0476207,0.0948994,0.0449981,0.139898,0.263472,0.253886,0.273562,0.0728291,0.0785025,0.369748,-0.0645701
license=0.1,19,0.1,3,7,-0.510478,-0.337688,0.736444,-0.0405886,0.123469,0.0268149,0.150284,0.263472,0.24757,0.273562,0.0728291,0.0771356,0.369748,-0.0715016
license=0.1,19,0.1,3,8,-0.55709,-0.331435,0.74182,-0.0422248,0.135216,0.0244561,0.159672,0.263472,0.240363,0.273562,0.0728291,0.0756049,0.369748,-0.0793445
license=0.1,19,0.1,3,9,-0.600226,-0.378187,0.743286,-0.0413536,0.143238,0.0319466,0.175185,0.263472,0.237668,0.273562,0.0728291,0.0811965,0.369748,-0.0856174
license=0.1,19,0.1,3,10,-0.567437,-0.341695,0.736155,-0.0319832,0.126129,0.0220167,0.148145,0.263472,0.249104,0.273562,0.0728291,0.079634,0.369748,-0.0680349
license=0.1,19,0.25,3,1,-0.373238,-0.652088,0.696992,0,0.0843656,0.0859215,0.170287,0.263436,0.245945,0.267879,0.0802139,0.0816199,0.348663,-0.0773953
license=0.1,19,0.25,3,2,-0.303389,-0.629767,0.754919,-0.072725,0.0676935,0.0815841,0.149278,0.263436,0.251486,0.267879,0.0802139,0.0775586,0.348663,-0.0668934
license=0.1,19,0.25,3,3,-0.261227,-0.590985,0.759144,-0.0730625,0.05951,0.0763896,0.1359,0.263436,0.251704,0.267879,0.0802139,0.0719737,0.348663,-0.0632292
license=0.1,19,0.25,3,4,-0.245349,-0.552911,0.760733,-0.0752349,0.0581857,0.0722191,0.130405,0.263436,0.24881,0.267879,0.0802139,0.0669986,0.348663,-0.0651604
license=0.1,19,0.25,3,5,-0.26818,-0.495641,0.75444,-0.070269,0.0660092,0.0628722,0.128881,0.263436,0.243955,0.267879,0.0802139,0.0616097,0.348663,-0.0693401
license=0.1,19,0.25,3,6,-0.333833,-0.398174,0.752801,-0.070109,0.0864026,0.0446712,0.131074,0.263436,0.237682,0.267879,0.0802139,0.0558489,0.348663,-0.0750344
license=0.1,19,0.25,3,7,-0.445446,-0.324706,0.745361,-0.0620321,0.118853,0.028787,0.14764,0.263436,0.230844,0.267879,0.0802139,0.0556476,0.348663,-0.083816
license=0.1,19,0.25,3,8,-0.523979,-0.298531,0.74815,-0.0624072,0.139852,0.0215192,0.161371,0.263436,0.223953,0.267879,0.0802139,0.0543362,0.348663,-0.0923223
license=0.1,19,0.25,3,9,-0.586361,-0.330218,0.747751,-0.0616904,0.149789,0.0253981,0.175187,0.263436,0.225298,0.267879,0.0802139,0.0616809,0.348663,-0.0939443
license=0.1,19,0.25,3,10,-0.560502,-0.298536,0.739517,-0.0498653,0.13334,0.0162307,0.14957,0.263436,0.236043,0.267879,0.0802139,0.0611084,0.348663,-0.0780456
license=0.1,19,0.5,3,1,-0.373238,-0.652088,0.684613,0,0.0843656,0.0859215,0.170287,0.261807,0.244274,0.267726,0.0798341,0.0829388,0.363919,-0.075598
license=0.1,19,0.5,3,2,-0.314541,-0.648201,0.816385,-0.157127,0.0705415,0.0856637,0.156205,0.261807,0.24875,0.267726,0.0798341,0.0815752,0.363919,-0.0679178
license=0.1,19,0.5,3,3,-0.281372,-0.629003,0.80797,-0.145073,0.0650295,0.0854636,0.150493,0.261807,0.246657,0.267726,0.0798341,0.0777645,0.363919,-0.0684972
license=0.1,19,0.5,3,4,-0.240766,-0.621701,0.794537,-0.132539,0.0572903,0.0870786,0.144369,0.261807,0.24431,0.267726,0.0798341,0.0730021,0.363919,-0.070224
license=0.1,19,0.5,3,5,-0.227331,-0.554309,0.775099,-0.115634,0.0561715,0.0761337,0.132305,0.261807,0.23976,0.267726,0.0798341,0.0630399,0.363919,-0.0719263
license=0.1,19,0.5,3,6,-0.280345,-0.474004,0.763406,-0.107524,0.0721495,0.0615741,0.133724,0.261807,0.234557,0.267726,0.0798341,0.0586448,0.363919,-0.0765846
license=0.1,19,0.5,3,7,-0.403108,-0.427865,0.749634,-0.0955845,0.107065,0.0525475,0.159613,0.261807,0.227873,0.267726,0.0798341,0.0636096,0.363919,-0.0872761
license=0.1,19,0.5,3,8,-0.492632,-0.433237,0.750677,-0.0952941,0.131097,0.0522326,0.18333,0.261807,0.220196,0.267726,0.0798341,0.066648,0.363919,-0.0986832
license=0.1,19,0.5,3,9,-0.540493,-0.483564,0.752257,-0.0956123,0.140615,0.0606146,0.20123,0.261807,0.217599,0.267726,0.0798341,0.0717114,0.363919,-0.105094
license=0.1,19,0.5,3,10,-0.485739,-0.443802,0.749361,-0.086888,0.119698,0.0487538,0.168452,0.261807,0.226133,0.267726,0.0798341,0.0664516,0.363919,-0.0897748
license=0.1,19,1,3,1,-0.373238,-0.652088,0.647701,,0.0843656,0.0859215,0.170287,0.25896,0.242711,0.265929,0.0834586,0.0802027,0.360902,-0.0744162
license=0.1,19,1,3,2,-0.338624,-0.634734,1.04979,,0.0770311,0.084221,0.161252,0.25896,0.245457,0.265929,0.0834586,0.0794064,0.360902,-0.0693735
license=0.1,19,1,3,3,-0.384474,-0.567909,0.980837,,0.0910411,0.0742395,0.165281,0.25896,0.240041,0.265929,0.0834586,0.0763222,0.360902,-0.0743549
license=0.1,19,1,3,4,-0.47498,-0.65431,0.907781,,0.0919351,0.0694702,0.161405,0.25896,0.258052,0.265929,0.0834586,0.0924152,0.360902,-0.0580169
license=0.1,19,1,3,5,-0.499365,-0.657303,0.851066,,0.0945402,0.066979,0.161519,0.25896,0.254968,0.265929,0.0834586,0.0892317,0.360902,-0.0605735
license=0.1,19,1,3,6,-0.520454,-0.732448,0.815403,,0.099647,0.0808347,0.180482,0.25896,0.25303,0.265929,0.0834586,0.0966101,0.360902,-0.0670698
license=0.1,19,1,3,7,-0.536865,-0.746556,0.78308,,0.104566,0.0845836,0.18915,0.25896,0.249409,0.265929,0.0834586,0.0978509,0.360902,-0.0729004
license=0.1,19,1,3,8,-0.545535,-0.782313,0.773642,,0.102367,0.0859725,0.18834,0.25896,0.248812,0.265929,0.0834586,0.0983805,0.360902,-0.0743297
license=0.1,19,1,3,9,-0.545405,-0.844343,0.769929,,0.0910511,0.0815936,0.172645,0.25896,0.257056,0.265929,0.0834586,0.100754,0.360902,-0.0645497
license=0.1,19,1,3,10,-0.512262,-0.767825,0.76583,,0.0775743,0.0619462,0.13952,0.25896,0.271467,0.265929,0.0834586,0.099475,0.360902,-0.0424954
camera=0.3,0,0,3,1,-0.610513,-0.722593,0.744679,0,0,0.145979,0.145979,,,,,,,
camera=0.3,0,0,3,2,-0.668536,-0.669445,0.752985,-0.0112371,0.00089939,0.125834,0.126733,,,,,,,
camera=0.3,0,0,3,3,-0.717543,-0.589826,0.758699,-0.00624012,0.0118002,0.101128,0.112928,,,,,,,
camera=0.3,0,0,3,4,-0.740592,-0.509852,0.771523,-0.0205566,0.0169139,0.0809783,0.0978923,,,,,,,
camera=0.3,0,0,3,5,-0.720404,-0.515408,0.774511,-0.0194176,0.013874,0.0839492,0.0978232,,,,,,,
camera=0.3,0,0,3,6,-0.715318,-0.582421,0.775829,-0.0287115,0.0116436,0.0965859,0.10823,,,,,,,
camera=0.3,0,0,3,7,-0.718369,-0.635077,0.759436,-0.0161028,0.00959011,0.104313,0.113903,,,,,,,
camera=0.3,0,0,3,8,-0.73773,-0.67035,0.748133,-0.00828371,0.0108724,0.10627,0.117143,,,,,,,
camera=0.3,0,0,3,9,-0.717446,-0.689387,0.736495,0.00172131,0.00648707,0.110587,0.117074,,,,,,,
camera=0.3,0,0,3,10,-0.733983,-0.635431,0.741181,-0.00220618,0.0116703,0.104292,0.115962,,,,,,,
camera=0.3,0,0.1,3,1,-0.610513,-0.722593,0.734526,0,0,0.145979,0.145979,0.257486,0.215585,0.282192,0.136816,0.0370546,0.330846,-0.105302
camera=0.3,0,0.1,3,2,-0.648366,-0.667848,0.769598,-0.0447337,0,0.126216,0.126216,0.257486,0.226995,0.282192,0.136816,0.0415804,0.330846,-0.0891777
camera=0.3,0,0.1,3,3,-0.662759,-0.581408,0.773793,-0.0359662,0.00180656,0.102544,0.10435,0.257486,0.240513,0.282192,0.136816,0.0439585,0.330846,-0.0686414
camera=0.3,0,0.1,3,4,-0.64579,-0.497969,0.783153,-0.0437849,0.00121709,0.0830918,0.0843089,0.257486,0.254716,0.282192,0.136816,0.044867,0.330846,-0.0455091
camera=0.3,0,0.1,3,5,-0.618868,-0.500691,0.782523,-0.0389325,0,0.0854782,0.0854782,0.257486,0.252757,0.282192,0.136816,0.0430423,0.330846,-0.0476988
camera=0.3,0,0.1,3,6,-0.63513,-0.533125,0.782103,-0.0468045,0.000508801,0.0928604,0.0933692,0.257486,0.248464,0.282192,0.136816,0.0440196,0.330846,-0.0552127
camera=0.3,0,0.1,3,7,-0.666379,-0.54526,0.766044,-0.0356125,0.00709258,0.0954216,0.102514,0.257486,0.246114,0.282192,0.136816,0.0438202,0.330846,-0.0585829
camera=0.3,0,0.1,3,8,-0.70102,-0.543436,0.755409,-0.0286176,0.014661,0.0936386,0.1083,0.257486,0.248151,0.282192,0.136816,0.0461519,0.330846,-0.0564663
camera=0.3,0,0.1,3,9,-0.675991,-0.567868,0.740956,-0.0152362,0.00923127,0.0997828,0.109014,0.257486,0.245358,0.282192,0.136816,0.0463121,0.330846,-0.0613999
camera=0.3,0,0.1,3,10,-0.701393,-0.521879,0.74315,-0.0154592,0.0157029,0.0933289,0.109032,0.257486,0.242178,0.282192,0.136816,0.0444346,0.330846,-0.0670312
camera=0.3,0,0.25,3,1,-0.610513,-0.722593,0.725994,0,0,0.145979,0.145979,0.259517,0.219445,0.278473,0.174542,0.0297274,0.316297,-0.103886
camera=0.3,0,0.25,3,2,-0.602702,-0.659979,0.806388,-0.0973652,0,0.127378,0.127378,0.259517,0.228847,0.278473,0.174542,0.0284235,0.316297,-0.0862632
camera=0.3,0,0.25,3,3,-0.591437,-0.553039,0.80526,-0.0828097,0,0.101153,0.101153,0.259517,0.240826,0.278473,0.174542,0.0249382,0.316297,-0.0627456
camera=0.3,0,0.25,3,4,-0.556011,-0.453109,0.807744,-0.0820123,0,0.0792387,0.0792387,0.259517,0.252631,0.278473,0.174542,0.0200445,0.316297,-0.038534
