setting,seed,p,K,t,camera_coef,license_coef,loss_ratio,nonadopter_rate_change,noncausal_camera_coverage,noncausal_license_compliance,noncausal_share,promised,realized,true_cut,share_proxy_heavy,gap_proxy_heavy,share_causal_only,gap_causal_only
baseline,9,0.25,3,9,-0.475407,-0.478587,0.746515,-0.00193522,0.13478,0.107727,0.242508,0.283444,0.21653,0.266315,0.043299,0.116537,0.445361,-0.0974728
baseline,9,0.25,3,10,-0.531631,-0.48774,0.740785,-0.00150596,0.150228,0.108908,0.259136,0.283444,0.217408,0.266315,0.043299,0.127893,0.445361,-0.0999452
baseline,9,0.25,5,1,-0.413754,-0.425489,0.7354,0,0.0982945,0.0801916,0.178486,0.283444,0.25731,0.266315,0.043299,0.128117,0.445361,-0.0484503
baseline,9,0.25,5,2,-0.414089,-0.441681,0.776104,-0.0502384,0.0995748,0.0844403,0.184015,0.283444,0.254378,0.266315,0.043299,0.128882,0.445361,-0.0524813
baseline,9,0.25,5,3,-0.414389,-0.461785,0.768804,-0.0410474,0.101287,0.0899124,0.191199,0.283444,0.248981,0.266315,0.043299,0.126495,0.445361,-0.0587311
baseline,9,0.25,5,4,-0.416286,-0.443118,0.758315,-0.0232862,0.103489,0.0876775,0.191166,0.283444,0.247553,0.266315,0.043299,0.125404,0.445361,-0.0606574
baseline,9,0.25,5,5,-0.408002,-0.467086,0.75237,-0.0110148,0.10254,0.0937633,0.196303,0.283444,0.243923,0.266315,0.043299,0.124903,0.445361,-0.0647545
baseline,9,0.25,5,6,-0.398274,-0.475402,0.747024,0.00128845,0.102046,0.0975381,0.199584,0.283444,0.237648,0.266315,0.043299,0.118854,0.445361,-0.0711227
baseline,9,0.25,5,7,-0.376622,-0.479756,0.748477,0.00127534,0.0989714,0.10133,0.200301,0.283444,0.23123,0.266315,0.043299,0.111446,0.445361,-0.0767077
baseline,9,0.25,5,8,-0.404779,-0.459221,0.746927,0.00622466,0.109156,0.0990606,0.208216,0.283444,0.227501,0.266315,0.043299,0.111383,0.445361,-0.0818405
baseline,9,0.25,5,9,-0.424668,-0.477113,0.748385,0.00249637,0.116815,0.104821,0.221635,0.283444,0.222842,0.266315,0.043299,0.113757,0.445361,-0.0879691
baseline,9,0.25,5,10,-0.445645,-0.476951,0.746088,0.000688878,0.123916,0.105658,0.229573,0.283444,0.220891,0.266315,0.043299,0.116076,0.445361,-0.0912242
baseline,9,0.5,1,1,-0.413754,-0.425489,0.718557,0,0.0982945,0.0801916,0.178486,0.280547,0.255159,0.266152,0.0492386,0.106742,0.461929,-0.0515928
baseline,9,0.5,1,2,-0.380914,-0.496264,0.784152,-0.0767163,0.092503,0.0969392,0.189442,0.280547,0.250275,0.266152,0.0492386,0.111514,0.461929,-0.0584502
baseline,9,0.5,1,3,-0.416965,-0.559851,0.772457,-0.0791745,0.111686,0.12048,0.232166,0.280547,0.221536,0.266152,0.0492386,0.0989487,0.461929,-0.0902678
baseline,9,0.5,1,4,-0.505665,-0.449357,0.749136,-0.044214,0.135405,0.0951275,0.230533,0.280547,0.229203,0.266152,0.0492386,0.106078,0.461929,-0.0849468
baseline,9,0.5,1,5,-0.297521,-0.540087,0.765536,-0.0509337,0.077889,0.115065,0.192954,0.280547,0.236149,0.266152,0.0492386,0.100099,0.461929,-0.0703233
baseline,9,0.5,1,6,-0.144832,-0.500425,0.759483,-0.0411284,0.0396079,0.112904,0.152512,0.280547,0.223185,0.266152,0.0492386,0.0663029,0.461929,-0.0754022
baseline,9,0.5,1,7,-0.200203,-0.560567,0.784442,-0.0805017,0.0644389,0.148832,0.213271,0.280547,0.190463,0.266152,0.0492386,0.0594649,0.461929,-0.115176
baseline,9,0.5,1,8,-0.337224,-0.534578,0.753985,-0.0495451,0.107955,0.138843,0.246798,0.280547,0.193196,0.266152,0.0492386,0.0757065,0.461929,-0.118835
baseline,9,0.5,1,9,-0.285389,-0.542408,0.760396,-0.0697962,0.0884983,0.136634,0.225133,0.280547,0.198195,0.266152,0.0492386,0.0730546,0.461929,-0.109713
baseline,9,0.5,1,10,-0.302095,-0.558699,0.755392,-0.0577237,0.0901832,0.135839,0.226022,0.280547,0.209636,0.266152,0.0492386,0.0895238,0.461929,-0.101163
baseline,9,0.5,3,1,-0.413754,-0.425489,0.718557,0,0.0982945,0.0801916,0.178486,0.280547,0.255159,0.266152,0.0492386,0.106742,0.461929,-0.0515928
baseline,9,0.5,3,2,-0.380419,-0.421877,0.814106,-0.109944,0.0922884,0.0818125,0.174101,0.280547,0.257008,0.266152,0.0492386,0.108997,0.461929,-0.0494572
baseline,9,0.5,3,3,-0.380757,-0.468899,0.791458,-0.0873321,0.095644,0.0945235,0.190168,0.280547,0.24702,0.266152,0.0492386,0.107442,0.461929,-0.0610036
baseline,9,0.5,3,4,-0.418363,-0.484018,0.763052,-0.056014,0.108882,0.100747,0.209629,0.280547,0.237243,0.266152,0.0492386,0.106798,0.461929,-0.0735342
baseline,9,0.5,3,5,-0.403722,-0.49712,0.756437,-0.0479237,0.107807,0.106445,0.214252,0.280547,0.231173,0.266152,0.0492386,0.102572,0.461929,-0.0792775
baseline,9,0.5,3,6,-0.31926,-0.482744,0.752431,-0.0358348,0.0860596,0.105319,0.191378,0.280547,0.230597,0.266152,0.0492386,0.0919547,0.461929,-0.0759107
baseline,9,0.5,3,7,-0.208133,-0.526208,0.76352,-0.0469457,0.0592115,0.123097,0.182309,0.280547,0.217499,0.266152,0.0492386,0.0755348,0.461929,-0.0858052
baseline,9,0.5,3,8,-0.219942,-0.519088,0.758199,-0.0435644,0.0669401,0.1298,0.19674,0.280547,0.203168,0.266152,0.0492386,0.0658023,0.461929,-0.101505
baseline,9,0.5,3,9,-0.275387,-0.529448,0.758516,-0.0540811,0.0875512,0.137165,0.224716,0.280547,0.194814,0.266152,0.0492386,0.0686088,0.461929,-0.113363
baseline,9,0.5,3,10,-0.316251,-0.52817,0.749368,-0.0472606,0.0980601,0.132905,0.230966,0.280547,0.200591,0.266152,0.0492386,0.078704,0.461929,-0.109594
baseline,9,0.5,5,1,-0.413754,-0.425489,0.718557,0,0.0982945,0.0801916,0.178486,0.280547,0.255159,0.266152,0.0492386,0.106742,0.461929,-0.0515928
baseline,9,0.5,5,2,-0.399485,-0.443243,0.820702,-0.123875,0.0970875,0.0859275,0.183015,0.280547,0.251469,0.266152,0.0492386,0.10653,0.461929,-0.0559323
baseline,9,0.5,5,3,-0.395818,-0.467296,0.805862,-0.110279,0.0996203,0.0941394,0.19376,0.280547,0.243346,0.266152,0.0492386,0.103856,0.461929,-0.0651056
baseline,9,0.5,5,4,-0.403881,-0.451925,0.786517,-0.0852759,0.104321,0.0933456,0.197666,0.280547,0.241347,0.266152,0.0492386,0.104508,0.461929,-0.0678919
baseline,9,0.5,5,5,-0.38771,-0.475034,0.772787,-0.0665464,0.101204,0.0994928,0.200697,0.280547,0.238993,0.266152,0.0492386,0.104594,0.461929,-0.0702433
baseline,9,0.5,5,6,-0.339889,-0.494707,0.758474,-0.0466405,0.0907766,0.106762,0.197539,0.280547,0.232164,0.266152,0.0492386,0.0965554,0.461929,-0.0756405
baseline,9,0.5,5,7,-0.307454,-0.509261,0.758402,-0.04726,0.0862567,0.116016,0.202273,0.280547,0.220494,0.266152,0.0492386,0.0863387,0.461929,-0.0867666
baseline,9,0.5,5,8,-0.297058,-0.50257,0.754214,-0.0400818,0.086025,0.118317,0.204342,0.280547,0.214833,0.266152,0.0492386,0.0814062,0.461929,-0.0924794
baseline,9,0.5,5,9,-0.25242,-0.519043,0.756143,-0.0445392,0.0752256,0.12642,0.201646,0.280547,0.208303,0.266152,0.0492386,0.0737736,0.461929,-0.0975268
baseline,9,0.5,5,10,-0.253157,-0.524266,0.753828,-0.0454943,0.0773671,0.130996,0.208364,0.280547,0.203108,0.266152,0.0492386,0.0714395,0.461929,-0.103523
baseline,9,1,1,1,-0.413754,-0.425489,0.697549,,0.0982945,0.0801916,0.178486,0.281747,0.256581,0.264496,0.0572002,0.11524,0.450326,-0.0513442
baseline,9,1,1,2,-0.416855,-0.505916,0.90799,,0.0765556,0.0734225,0.149978,0.281747,0.280153,0.264496,0.0572002,0.123587,0.450326,-0.0255672
baseline,9,1,1,3,-0.521799,-0.512067,0.838335,,0.0981033,0.074937,0.17304,0.281747,0.267271,0.264496,0.0572002,0.119718,0.450326,-0.0399877
baseline,9,1,1,4,-0.599229,-0.428754,0.793985,,0.114986,0.0631713,0.178157,0.281747,0.277082,0.264496,0.0572002,0.133389,0.450326,-0.032305
baseline,9,1,1,5,-0.202038,-0.555133,0.809787,,0.0424517,0.0954296,0.137881,0.281747,0.271214,0.264496,0.0572002,0.111944,0.450326,-0.0261937
baseline,9,1,1,6,-0.108088,-0.572344,0.79462,,0.0183565,0.0786492,0.0970057,0.281747,0.276528,0.264496,0.0572002,0.0888121,0.450326,-0.01466
baseline,9,1,1,7,-0.228109,-0.584534,0.809049,,0.053161,0.111104,0.164265,0.281747,0.233873,0.264496,0.0572002,0.0845705,0.450326,-0.0655598
baseline,9,1,1,8,-0.431524,-0.545034,0.758501,,0.0837669,0.0838987,0.167666,0.281747,0.255828,0.264496,0.0572002,0.105486,0.450326,-0.0485945
baseline,9,1,1,9,-0.424472,-0.538214,0.766577,,0.0791504,0.0794454,0.158596,0.281747,0.260803,0.264496,0.0572002,0.105047,0.450326,-0.0420649
baseline,9,1,1,10,-0.362381,-0.548573,0.756276,,0.0610223,0.0734024,0.134425,0.281747,0.28087,0.264496,0.0572002,0.113185,0.450326,-0.0197273
baseline,9,1,3,1,-0.413754,-0.425489,0.697549,,0.0982945,0.0801916,0.178486,0.281747,0.256581,0.264496,0.0572002,0.11524,0.450326,-0.0513442
baseline,9,1,3,2,-0.355915,-0.422124,0.977161,,0.0892738,0.0850316,0.174305,0.281747,0.253464,0.264496,0.0572002,0.112253,0.450326,-0.0537991
baseline,9,1,3,3,-0.349087,-0.458811,0.907482,,0.0901862,0.0954199,0.185606,0.281747,0.246341,0.264496,0.0572002,0.111541,0.450326,-0.0616909
baseline,9,1,3,4,-0.435788,-0.470542,0.831114,,0.0946289,0.0810394,0.175668,0.281747,0.264648,0.264496,0.0572002,0.122704,0.450326,-0.0430726
baseline,9,1,3,5,-0.412727,-0.48417,0.801372,,0.0887239,0.0829622,0.171686,0.281747,0.265203,0.264496,0.0572002,0.120891,0.450326,-0.0402936
baseline,9,1,3,6,-0.297459,-0.503478,0.787441,,0.059236,0.0805178,0.139754,0.281747,0.273937,0.264496,0.0572002,0.112491,0.450326,-0.0256761
baseline,9,1,3,7,-0.17186,-0.553655,0.790362,,0.0354022,0.0932226,0.128625,0.281747,0.261558,0.264496,0.0572002,0.0946451,0.450326,-0.033925
baseline,9,1,3,8,-0.250347,-0.550563,0.771507,,0.0491092,0.0871097,0.136219,0.281747,0.257674,0.264496,0.0572002,0.0917458,0.450326,-0.040013
baseline,9,1,3,9,-0.366067,-0.539671,0.7632,,0.0737031,0.0868838,0.160587,0.281747,0.251684,0.264496,0.0572002,0.0978651,0.450326,-0.0505531
baseline,9,1,3,10,-0.423504,-0.528981,0.74828,,0.0768637,0.0758262,0.15269,0.281747,0.265717,0.264496,0.0572002,0.106673,0.450326,-0.0370041
baseline,9,1,5,1,-0.413754,-0.425489,0.697549,,0.0982945,0.0801916,0.178486,0.281747,0.256581,0.264496,0.0572002,0.11524,0.450326,-0.0513442
baseline,9,1,5,2,-0.376873,-0.44452,0.992583,,0.0947597,0.0895462,0.184306,0.281747,0.247574,0.264496,0.0572002,0.110127,0.450326,-0.0607365
baseline,9,1,5,3,-0.362934,-0.464564,0.939626,,0.0956978,0.0985205,0.194218,0.281747,0.238248,0.264496,0.0572002,0.105874,0.450326,-0.0707689
baseline,9,1,5,4,-0.363294,-0.44762,0.887502,,0.0980637,0.0971009,0.195165,0.281747,0.237725,0.264496,0.0572002,0.10678,0.450326,-0.0713806
baseline,9,1,5,5,-0.330761,-0.473604,0.849652,,0.0882608,0.101993,0.190253,0.281747,0.239537,0.264496,0.0572002,0.107737,0.450326,-0.0680212
baseline,9,1,5,6,-0.311399,-0.505089,0.808197,,0.0689863,0.0904306,0.159417,0.281747,0.260362,0.264496,0.0572002,0.111366,0.450326,-0.0427918
baseline,9,1,5,7,-0.299251,-0.520112,0.791392,,0.0650778,0.0912101,0.156288,0.281747,0.257643,0.264496,0.0572002,0.105428,0.450326,-0.0437818
baseline,9,1,5,8,-0.30596,-0.523308,0.775628,,0.0637383,0.0876663,0.151405,0.281747,0.260047,0.264496,0.0572002,0.104219,0.450326,-0.0407951
baseline,9,1,5,9,-0.284042,-0.541669,0.770154,,0.0570063,0.0876965,0.144703,0.281747,0.259391,0.264496,0.0572002,0.0991435,0.450326,-0.0400895
baseline,9,1,5,10,-0.317012,-0.54339,0.760477,,0.0600031,0.082257,0.14226,0.281747,0.261846,0.264496,0.0572002,0.0983486,0.450326,-0.0379284
baseline,10,0,1,1,-0.607918,-0.545209,0.732489,0,0.152254,0.108612,0.260865,,,,,,,
baseline,10,0,1,2,-0.608042,-0.56266,0.759954,-0.0493405,0.141574,0.104334,0.245909,,,,,,,
baseline,10,0,1,3,-0.621875,-0.530594,0.796958,-0.0867106,0.151887,0.102752,0.254638,,,,,,,
baseline,10,0,1,4,-0.693489,-0.415787,0.791023,-0.071409,0.163276,0.0764842,0.23976,,,,,,,
baseline,10,0,1,5,-0.703455,-0.419131,0.759946,-0.0389361,0.159469,0.0744614,0.23393,,,,,,,
baseline,10,0,1,6,-0.670944,-0.46846,0.746545,-0.0224055,0.152727,0.0839987,0.236726,,,,,,,
baseline,10,0,1,7,-0.802745,-0.432091,0.775488,-0.0480152,0.193643,0.0803768,0.27402,,,,,,,
baseline,10,0,1,8,-0.609703,-0.400925,0.763279,-0.0459071,0.152946,0.0790417,0.231988,,,,,,,
baseline,10,0,1,9,-0.569522,-0.443175,0.752821,-0.0381149,0.139216,0.0859719,0.225188,,,,,,,
baseline,10,0,1,10,-0.45289,-0.538614,0.757455,-0.0570268,0.102763,0.0988454,0.201608,,,,,,,
baseline,10,0,3,1,-0.607918,-0.545209,0.732489,0,0.152254,0.108612,0.260865,,,,,,,
baseline,10,0,3,2,-0.590513,-0.532283,0.741763,-0.0173967,0.148681,0.106679,0.25536,,,,,,,
baseline,10,0,3,3,-0.601612,-0.473282,0.761516,-0.0463832,0.153753,0.0957419,0.249495,,,,,,,
baseline,10,0,3,4,-0.636152,-0.449616,0.780262,-0.0665028,0.15651,0.0870697,0.24358,,,,,,,
baseline,10,0,3,5,-0.669583,-0.418637,0.779098,-0.0606708,0.161384,0.0790637,0.240447,,,,,,,
baseline,10,0,3,6,-0.687695,-0.414579,0.761816,-0.0383192,0.16046,0.0757728,0.236232,,,,,,,
baseline,10,0,3,7,-0.723609,-0.427739,0.756509,-0.0301136,0.169146,0.0780377,0.247184,,,,,,,
baseline,10,0,3,8,-0.690942,-0.425442,0.756636,-0.0321342,0.166688,0.0801441,0.246832,,,,,,,
baseline,10,0,3,9,-0.653166,-0.419884,0.758156,-0.0371683,0.161357,0.081185,0.242542,,,,,,,
baseline,10,0,3,10,-0.53601,-0.450081,0.752454,-0.0401932,0.129735,0.0868583,0.216593,,,,,,,
baseline,10,0,5,1,-0.607918,-0.545209,0.732489,0,0.152254,0.108612,0.260865,,,,,,,
baseline,10,0,5,2,-0.608387,-0.5483,0.738888,-0.0116244,0.149846,0.107407,0.257254,,,,,,,
baseline,10,0,5,3,-0.611777,-0.545377,0.75014,-0.0272989,0.150286,0.106483,0.256769,,,,,,,
baseline,10,0,5,4,-0.618214,-0.507426,0.760905,-0.0403845,0.152723,0.0992271,0.25195,,,,,,,
baseline,10,0,5,5,-0.640629,-0.448798,0.765319,-0.046852,0.157096,0.0865908,0.243687,,,,,,,
baseline,10,0,5,6,-0.656157,-0.448406,0.767119,-0.0488011,0.156252,0.0839424,0.240194,,,,,,,
baseline,10,0,5,7,-0.696163,-0.433525,0.769362,-0.0471354,0.165715,0.0806871,0.246402,,,,,,,
baseline,10,0,5,8,-0.692926,-0.414473,0.761953,-0.0379925,0.165191,0.0771794,0.24237,,,,,,,
baseline,10,0,5,9,-0.665098,-0.422988,0.754315,-0.0313441,0.159437,0.0794553,0.238893,,,,,,,
baseline,10,0,5,10,-0.614896,-0.445827,0.753261,-0.034742,0.147292,0.0843108,0.231603,,,,,,,
baseline,10,0.1,1,1,-0.607918,-0.545209,0.730557,0,0.152254,0.108612,0.260865,0.272859,0.233627,0.246165,0.107969,0.10525,0.318766,-0.0754187
baseline,10,0.1,1,2,-0.603081,-0.562426,0.769951,-0.0636768,0.144496,0.107496,0.251992,0.272859,0.238556,0.246165,0.107969,0.107454,0.318766,-0.0683497
baseline,10,0.1,1,3,-0.597868,-0.498803,0.806514,-0.0990058,0.15171,0.100702,0.252411,0.272859,0.232184,0.246165,0.107969,0.0996734,0.318766,-0.0742131
baseline,10,0.1,1,4,-0.66218,-0.377394,0.796947,-0.0762923,0.164923,0.073716,0.238639,0.272859,0.236324,0.246165,0.107969,0.0947321,0.318766,-0.068256
baseline,10,0.1,1,5,-0.572004,-0.460455,0.760754,-0.0397574,0.140733,0.090331,0.231064,0.272859,0.231311,0.246165,0.107969,0.0908998,0.318766,-0.0697215
baseline,10,0.1,1,6,-0.553694,-0.515442,0.747612,-0.0232253,0.137405,0.102148,0.239552,0.272859,0.227463,0.246165,0.107969,0.0934815,0.318766,-0.0772978
baseline,10,0.1,1,7,-0.710098,-0.465068,0.781451,-0.057458,0.186913,0.0953061,0.282219,0.272859,0.223176,0.246165,0.107969,0.102087,0.318766,-0.0935576
baseline,10,0.1,1,8,-0.527331,-0.440534,0.764861,-0.0496285,0.140631,0.0937366,0.234368,0.272859,0.224468,0.246165,0.107969,0.0869214,0.318766,-0.0792781
baseline,10,0.1,1,9,-0.446564,-0.533685,0.75267,-0.0392404,0.117134,0.113815,0.230949,0.272859,0.225426,0.246165,0.107969,0.0896151,0.318766,-0.0743594
baseline,10,0.1,1,10,-0.37614,-0.598742,0.756163,-0.0569948,0.0936877,0.122447,0.216135,0.272859,0.224958,0.246165,0.107969,0.0865153,0.318766,-0.0692549
baseline,10,0.1,3,1,-0.607918,-0.545209,0.730557,0,0.152254,0.108612,0.260865,0.272859,0.233627,0.246165,0.107969,0.10525,0.318766,-0.0754187
baseline,10,0.1,3,2,-0.589573,-0.532139,0.757085,-0.0401827,0.149262,0.107287,0.256549,0.272859,0.231175,0.246165,0.107969,0.101405,0.318766,-0.0767445
baseline,10,0.1,3,3,-0.593591,-0.463649,0.773693,-0.0642776,0.153924,0.0952833,0.249207,0.272859,0.22903,0.246165,0.107969,0.0948233,0.318766,-0.077561
baseline,10,0.1,3,4,-0.614528,-0.426145,0.788579,-0.0771571,0.156985,0.0859803,0.242965,0.272859,0.232006,0.246165,0.107969,0.0940757,0.318766,-0.0732758
baseline,10,0.1,3,5,-0.603356,-0.412361,0.783949,-0.0664092,0.154145,0.0833698,0.237515,0.272859,0.230373,0.246165,0.107969,0.0904165,0.318766,-0.0729876
baseline,10,0.1,3,6,-0.590953,-0.434102,0.763696,-0.0395213,0.148666,0.0865904,0.235256,0.272859,0.23015,0.246165,0.107969,0.0908163,0.318766,-0.0731751
baseline,10,0.1,3,7,-0.606685,-0.470887,0.757964,-0.0323869,0.154359,0.0948654,0.249224,0.272859,0.226339,0.246165,0.107969,0.0939132,0.318766,-0.0807126
baseline,10,0.1,3,8,-0.593897,-0.466962,0.758325,-0.0352536,0.154767,0.0963156,0.251082,0.272859,0.224823,0.246165,0.107969,0.0936549,0.318766,-0.0832817
baseline,10,0.1,3,9,-0.551769,-0.478453,0.75935,-0.0402759,0.14651,0.101352,0.247862,0.272859,0.224073,0.246165,0.107969,0.0920839,0.318766,-0.0821058
baseline,10,0.1,3,10,-0.439362,-0.521507,0.752127,-0.0411068,0.114471,0.110392,0.224863,0.272859,0.224646,0.246165,0.107969,0.0865788,0.318766,-0.0738282
baseline,10,0.1,5,1,-0.607918,-0.545209,0.730557,0,0.152254,0.108612,0.260865,0.272859,0.233627,0.246165,0.107969,0.10525,0.318766,-0.0754187
baseline,10,0.1,5,2,-0.608164,-0.547936,0.755152,-0.0353277,0.15047,0.107852,0.258323,0.272859,0.235199,0.246165,0.107969,0.105977,0.318766,-0.073355
baseline,10,0.1,5,3,-0.608333,-0.539192,0.764626,-0.0480139,0.15087,0.106346,0.257216,0.272859,0.234908,0.246165,0.107969,0.105054,0.318766,-0.0733175
baseline,10,0.1,5,4,-0.607303,-0.493664,0.772993,-0.0570129,0.15307,0.0986863,0.251756,0.272859,0.232975,0.246165,0.107969,0.100181,0.318766,-0.0741147
baseline,10,0.1,5,5,-0.601272,-0.445512,0.773708,-0.0583436,0.153016,0.0898035,0.242819,0.272859,0.231211,0.246165,0.107969,0.0940814,0.318766,-0.0737474
baseline,10,0.1,5,6,-0.591791,-0.455204,0.77188,-0.0548983,0.149103,0.0909772,0.24008,0.272859,0.231029,0.246165,0.107969,0.0936947,0.318766,-0.0733292
baseline,10,0.1,5,7,-0.613442,-0.447399,0.772992,-0.0517372,0.156508,0.0901811,0.24669,0.272859,0.228668,0.246165,0.107969,0.0938665,0.318766,-0.0777106
baseline,10,0.1,5,8,-0.599866,-0.44219,0.763938,-0.0405034,0.153914,0.0897361,0.24365,0.272859,0.227877,0.246165,0.107969,0.0923736,0.318766,-0.0779883
baseline,10,0.1,5,9,-0.553574,-0.477613,0.755046,-0.0329985,0.143135,0.0984927,0.241628,0.272859,0.225926,0.246165,0.107969,0.091457,0.318766,-0.0787171
baseline,10,0.1,5,10,-0.51337,-0.506833,0.753896,-0.0365199,0.132969,0.105481,0.23845,0.272859,0.224932,0.246165,0.107969,0.09081,0.318766,-0.0783443
baseline,10,0.25,1,1,-0.607918,-0.545209,0.727963,0,0.152254,0.108612,0.260865,0.278955,0.24197,0.250941,0.101112,0.112756,0.294237,-0.0784784
baseline,10,0.25,1,2,-0.591172,-0.512182,0.794191,-0.0945371,0.147879,0.101939,0.249819,0.278955,0.2392,0.250941,0.101112,0.105065,0.294237,-0.0782199
baseline,10,0.25,1,3,-0.601558,-0.456242,0.82397,-0.121698,0.155983,0.0942065,0.250189,0.278955,0.236443,0.250941,0.101112,0.10042,0.294237,-0.0785705
baseline,10,0.25,1,4,-0.602655,-0.412546,0.803751,-0.0881998,0.155963,0.085061,0.241024,0.278955,0.235865,0.250941,0.101112,0.0946515,0.294237,-0.0746949
baseline,10,0.25,1,5,-0.606706,-0.477124,0.766651,-0.0518806,0.159965,0.100507,0.260472,0.278955,0.232656,0.250941,0.101112,0.100805,0.294237,-0.0824754
baseline,10,0.25,1,6,-0.544665,-0.533032,0.746798,-0.0293889,0.146775,0.115502,0.262278,0.278955,0.225682,0.250941,0.101112,0.0972488,0.294237,-0.0906654
baseline,10,0.25,1,7,-0.6945,-0.534667,0.778111,-0.0598966,0.193883,0.117235,0.311118,0.278955,0.221257,0.250941,0.101112,0.108589,0.294237,-0.109487
baseline,10,0.25,1,8,-0.495583,-0.528271,0.761233,-0.0514218,0.136884,0.117993,0.254877,0.278955,0.223633,0.250941,0.101112,0.0932129,0.294237,-0.0913891
baseline,10,0.25,1,9,-0.413233,-0.704235,0.752094,-0.0478203,0.117123,0.16582,0.282943,0.278955,0.214693,0.250941,0.101112,0.0989591,0.294237,-0.09932
baseline,10,0.25,1,10,-0.208762,-0.770404,0.755747,-0.0678512,0.0573962,0.179119,0.236515,0.278955,0.208757,0.250941,0.101112,0.0799,0.294237,-0.0890427
baseline,10,0.25,3,1,-0.607918,-0.545209,0.727963,0,0.152254,0.108612,0.260865,0.278955,0.24197,0.250941,0.101112,0.112756,0.294237,-0.0784784
baseline,10,0.25,3,2,-0.58621,-0.516962,0.787263,-0.0807936,0.150343,0.105496,0.255839,0.278955,0.237073,0.250941,0.101112,0.105505,0.294237,-0.0818605
baseline,10,0.25,3,3,-0.590188,-0.433699,0.797874,-0.0968638,0.155736,0.0906314,0.246367,0.278955,0.234109,0.250941,0.101112,0.0965754,0.294237,-0.0823182
baseline,10,0.25,3,4,-0.590003,-0.410129,0.803999,-0.0991937,0.155308,0.0857355,0.241044,0.278955,0.234146,0.250941,0.101112,0.0936807,0.294237,-0.0791234
baseline,10,0.25,3,5,-0.596449,-0.41686,0.793421,-0.0827402,0.158709,0.0882976,0.247006,0.278955,0.232636,0.250941,0.101112,0.094294,0.294237,-0.0803184
baseline,10,0.25,3,6,-0.581264,-0.457102,0.767433,-0.0504922,0.155537,0.0977097,0.253246,0.278955,0.230252,0.250941,0.101112,0.0956834,0.294237,-0.0837826
baseline,10,0.25,3,7,-0.612208,-0.505082,0.758736,-0.040636,0.166903,0.109571,0.276475,0.278955,0.226222,0.250941,0.101112,0.10162,0.294237,-0.0943877
baseline,10,0.25,3,8,-0.57718,-0.527205,0.755709,-0.0392224,0.159378,0.116408,0.275786,0.278955,0.223654,0.250941,0.101112,0.0999085,0.294237,-0.0969775
baseline,10,0.25,3,9,-0.527281,-0.591051,0.756627,-0.0444895,0.147904,0.134379,0.282283,0.278955,0.220089,0.250941,0.101112,0.100535,0.294237,-0.0994864
baseline,10,0.25,3,10,-0.365587,-0.668438,0.750318,-0.047709,0.101715,0.154498,0.256214,0.278955,0.216293,0.250941,0.101112,0.0908444,0.294237,-0.0921234
baseline,10,0.25,5,1,-0.607918,-0.545209,0.727963,0,0.152254,0.108612,0.260865,0.278955,0.24197,0.250941,0.101112,0.112756,0.294237,-0.0784784
baseline,10,0.25,5,2,-0.605678,-0.536065,0.78663,-0.0770317,0.151376,0.106521,0.257897,0.278955,0.241783,0.250941,0.101112,0.111225,0.294237,-0.0779924
baseline,10,0.25,5,3,-0.606148,-0.520223,0.792635,-0.084875,0.152322,0.103908,0.256229,0.278955,0.240956,0.250941,0.101112,0.109271,0.294237,-0.0780312
baseline,10,0.25,5,4,-0.592021,-0.48372,0.795067,-0.0872117,0.152245,0.0989963,0.251241,0.278955,0.237233,0.250941,0.101112,0.102731,0.294237,-0.0794399
baseline,10,0.25,5,5,-0.592245,-0.438785,0.790081,-0.0825094,0.155871,0.0917854,0.247657,0.278955,0.234264,0.250941,0.101112,0.0971147,0.294237,-0.0806905
baseline,10,0.25,5,6,-0.582706,-0.453168,0.78145,-0.0718353,0.154386,0.0957005,0.250086,0.278955,0.232122,0.250941,0.101112,0.0963973,0.294237,-0.0825077
baseline,10,0.25,5,7,-0.604929,-0.468953,0.777258,-0.0631878,0.162869,0.100425,0.263294,0.278955,0.22928,0.250941,0.101112,0.0987672,0.294237,-0.0881986
baseline,10,0.25,5,8,-0.585947,-0.489714,0.764443,-0.0477708,0.159019,0.106084,0.265103,0.278955,0.227523,0.250941,0.101112,0.0985109,0.294237,-0.0900546
baseline,10,0.25,5,9,-0.545924,-0.552706,0.75423,-0.0394575,0.150434,0.122753,0.273187,0.278955,0.223687,0.250941,0.101112,0.0997218,0.294237,-0.0943605
baseline,10,0.25,5,10,-0.465344,-0.613146,0.751624,-0.0420055,0.128992,0.138908,0.2679,0.278955,0.219332,0.250941,0.101112,0.0958726,0.294237,-0.095172
baseline,10,0.5,1,1,-0.607918,-0.545209,0.725224,0,0.152254,0.108612,0.260865,0.276559,0.239485,0.247507,0.108512,0.117173,0.314087,-0.0770107
baseline,10,0.5,1,2,-0.622396,-0.479447,0.84268,-0.15223,0.160007,0.0975477,0.257554,0.276559,0.233339,0.247507,0.108512,0.107444,0.314087,-0.0813973
baseline,10,0.5,1,3,-0.651887,-0.422245,0.848042,-0.153394,0.171744,0.0876038,0.259348,0.276559,0.231616,0.247507,0.108512,0.103997,0.314087,-0.0823816
