bin,promised,realized,true_cut,t,setting,seed,p,K
0,0.122795,0.0993135,0.131416,1,baseline,3,1,1
1,0.21539,0.188155,0.209583,1,baseline,3,1,1
2,0.269865,0.244263,0.271296,1,baseline,3,1,1
3,0.308878,0.276345,0.317566,1,baseline,3,1,1
4,0.359342,0.291891,0.35284,1,baseline,3,1,1
0,0.122795,0.152434,0.131416,10,baseline,3,1,1
1,0.21539,0.246293,0.209583,10,baseline,3,1,1
2,0.269865,0.303151,0.271296,10,baseline,3,1,1
3,0.308878,0.325606,0.317566,10,baseline,3,1,1
4,0.359342,0.335141,0.35284,10,baseline,3,1,1
0,0.122795,0.0993135,0.131416,1,baseline,3,1,3
1,0.21539,0.188155,0.209583,1,baseline,3,1,3
2,0.269865,0.244263,0.271296,1,baseline,3,1,3
3,0.308878,0.276345,0.317566,1,baseline,3,1,3
4,0.359342,0.291891,0.35284,1,baseline,3,1,3
0,0.122795,0.163974,0.131416,10,baseline,3,1,3
1,0.21539,0.253303,0.209583,10,baseline,3,1,3
2,0.269865,0.299895,0.271296,10,baseline,3,1,3
3,0.308878,0.317684,0.317566,10,baseline,3,1,3
4,0.359342,0.326057,0.35284,10,baseline,3,1,3
0,0.122795,0.0993135,0.131416,1,baseline,3,1,5
1,0.21539,0.188155,0.209583,1,baseline,3,1,5
2,0.269865,0.244263,0.271296,1,baseline,3,1,5
3,0.308878,0.276345,0.317566,1,baseline,3,1,5
4,0.359342,0.291891,0.35284,1,baseline,3,1,5
0,0.122795,0.161971,0.131416,10,baseline,3,1,5
1,0.21539,0.251493,0.209583,10,baseline,3,1,5
2,0.269865,0.294906,0.271296,10,baseline,3,1,5
3,0.308878,0.312144,0.317566,10,baseline,3,1,5
4,0.359342,0.319992,0.35284,10,baseline,3,1,5
0,0.155248,0.147039,0.148361,1,baseline,4,0.1,1
1,0.240685,0.24446,0.236312,1,baseline,4,0.1,1
2,0.292456,0.285969,0.303939,1,baseline,4,0.1,1
3,0.34202,0.322324,0.351046,1,baseline,4,0.1,1
4,0.404247,0.345436,0.395627,1,baseline,4,0.1,1
0,0.155248,0.116939,0.148361,10,baseline,4,0.1,1
1,0.240685,0.20577,0.236312,10,baseline,4,0.1,1
2,0.292456,0.244122,0.303939,10,baseline,4,0.1,1
3,0.34202,0.283284,0.351046,10,baseline,4,0.1,1
4,0.404247,0.305494,0.395627,10,baseline,4,0.1,1
0,0.155248,0.147039,0.148361,1,baseline,4,0.1,3
1,0.240685,0.24446,0.236312,1,baseline,4,0.1,3
2,0.292456,0.285969,0.303939,1,baseline,4,0.1,3
3,0.34202,0.322324,0.351046,1,baseline,4,0.1,3
4,0.404247,0.345436,0.395627,1,baseline,4,0.1,3
0,0.155248,0.113729,0.148361,10,baseline,4,0.1,3
1,0.240685,0.198978,0.236312,10,baseline,4,0.1,3
2,0.292456,0.238659,0.303939,10,baseline,4,0.1,3
3,0.34202,0.276508,0.351046,10,baseline,4,0.1,3
4,0.404247,0.299443,0.395627,10,baseline,4,0.1,3
0,0.155248,0.147039,0.148361,1,baseline,4,0.1,5
1,0.240685,0.24446,0.236312,1,baseline,4,0.1,5
2,0.292456,0.285969,0.303939,1,baseline,4,0.1,5
3,0.34202,0.322324,0.351046,1,baseline,4,0.1,5
4,0.404247,0.345436,0.395627,1,baseline,4,0.1,5
0,0.155248,0.118336,0.148361,10,baseline,4,0.1,5
1,0.240685,0.203091,0.236312,10,baseline,4,0.1,5
2,0.292456,0.242219,0.303939,10,baseline,4,0.1,5
3,0.34202,0.279412,0.351046,10,baseline,4,0.1,5
4,0.404247,0.301039,0.395627,10,baseline,4,0.1,5
0,0.148388,0.139133,0.138289,1,baseline,4,0.25,1
1,0.235334,0.234148,0.22784,1,baseline,4,0.25,1
2,0.288403,0.280136,0.289336,1,baseline,4,0.25,1
3,0.33739,0.321141,0.336189,1,baseline,4,0.25,1
4,0.40242,0.348049,0.396267,1,baseline,4,0.25,1
0,0.148388,0.101626,0.138289,10,baseline,4,0.25,1
1,0.235334,0.178654,0.22784,10,baseline,4,0.25,1
2,0.288403,0.215789,0.289336,10,baseline,4,0.25,1
3,0.33739,0.250005,0.336189,10,baseline,4,0.25,1
4,0.40242,0.274076,0.396267,10,baseline,4,0.25,1
0,0.148388,0.139133,0.138289,1,baseline,4,0.25,3
1,0.235334,0.234148,0.22784,1,baseline,4,0.25,3
2,0.288403,0.280136,0.289336,1,baseline,4,0.25,3
3,0.33739,0.321141,0.336189,1,baseline,4,0.25,3
4,0.40242,0.348049,0.396267,1,baseline,4,0.25,3
0,0.148388,0.0984866,0.138289,10,baseline,4,0.25,3
1,0.235334,0.174528,0.22784,10,baseline,4,0.25,3
2,0.288403,0.212881,0.289336,10,baseline,4,0.25,3
3,0.33739,0.245781,0.336189,10,baseline,4,0.25,3
4,0.40242,0.269876,0.396267,10,baseline,4,0.25,3
0,0.148388,0.139133,0.138289,1,baseline,4,0.25,5
1,0.235334,0.234148,0.22784,1,baseline,4,0.25,5
2,0.288403,0.280136,0.289336,1,baseline,4,0.25,5
3,0.33739,0.321141,0.336189,1,baseline,4,0.25,5
4,0.40242,0.348049,0.396267,1,baseline,4,0.25,5
0,0.148388,0.104423,0.138289,10,baseline,4,0.25,5
1,0.235334,0.181835,0.22784,10,baseline,4,0.25,5
2,0.288403,0.220208,0.289336,10,baseline,4,0.25,5
3,0.33739,0.252257,0.336189,10,baseline,4,0.25,5
4,0.40242,0.27699,0.396267,10,baseline,4,0.25,5
0,0.146052,0.139896,0.135386,1,baseline,4,0.5,1
1,0.234868,0.232124,0.224943,1,baseline,4,0.5,1
2,0.286645,0.280351,0.283783,1,baseline,4,0.5,1
3,0.335283,0.315127,0.324576,1,baseline,4,0.5,1
4,0.401093,0.344146,0.392474,1,baseline,4,0.5,1
0,0.146052,0.104702,0.135386,10,baseline,4,0.5,1
1,0.234868,0.176503,0.224943,10,baseline,4,0.5,1
2,0.286645,0.207307,0.283783,10,baseline,4,0.5,1
3,0.335283,0.221158,0.324576,10,baseline,4,0.5,1
4,0.401093,0.236369,0.392474,10,baseline,4,0.5,1
0,0.146052,0.139896,0.135386,1,baseline,4,0.5,3
1,0.234868,0.232124,0.224943,1,baseline,4,0.5,3
2,0.286645,0.280351,0.283783,1,baseline,4,0.5,3
3,0.335283,0.315127,0.324576,1,baseline,4,0.5,3
4,0.401093,0.344146,0.392474,1,baseline,4,0.5,3
0,0.146052,0.101538,0.135386,10,baseline,4,0.5,3
1,0.234868,0.173896,0.224943,10,baseline,4,0.5,3
2,0.286645,0.20586,0.283783,10,baseline,4,0.5,3
3,0.335283,0.221477,0.324576,10,baseline,4,0.5,3
4,0.401093,0.238093,0.392474,10,baseline,4,0.5,3
0,0.146052,0.139896,0.135386,1,baseline,4,0.5,5
1,0.234868,0.232124,0.224943,1,baseline,4,0.5,5
2,0.286645,0.280351,0.283783,1,baseline,4,0.5,5
3,0.335283,0.315127,0.324576,1,baseline,4,0.5,5
4,0.401093,0.344146,0.392474,1,baseline,4,0.5,5
0,0.146052,0.107185,0.135386,10,baseline,4,0.5,5
1,0.234868,0.180285,0.224943,10,baseline,4,0.5,5
2,0.286645,0.213518,0.283783,10,baseline,4,0.5,5
3,0.335283,0.22924,0.324576,10,baseline,4,0.5,5
4,0.401093,0.24848,0.392474,10,baseline,4,0.5,5
0,0.144542,0.14029,0.138272,1,baseline,4,1,1
1,0.233946,0.229904,0.220213,1,baseline,4,1,1
2,0.288531,0.283395,0.284949,1,baseline,4,1,1
3,0.336542,0.318352,0.329703,1,baseline,4,1,1
4,0.399809,0.343192,0.395514,1,baseline,4,1,1
0,0.144542,0.109915,0.138272,10,baseline,4,1,1
1,0.233946,0.201429,0.220213,10,baseline,4,1,1
2,0.288531,0.262614,0.284949,10,baseline,4,1,1
3,0.336542,0.303284,0.329703,10,baseline,4,1,1
4,0.399809,0.327633,0.395514,10,baseline,4,1,1
0,0.144542,0.14029,0.138272,1,baseline,4,1,3
1,0.233946,0.229904,0.220213,1,baseline,4,1,3
2,0.288531,0.283395,0.284949,1,baseline,4,1,3
3,0.336542,0.318352,0.329703,1,baseline,4,1,3
4,0.399809,0.343192,0.395514,1,baseline,4,1,3
0,0.144542,0.118091,0.138272,10,baseline,4,1,3
1,0.233946,0.209248,0.220213,10,baseline,4,1,3
2,0.288531,0.264708,0.284949,10,baseline,4,1,3
3,0.336542,0.298318,0.329703,10,baseline,4,1,3
4,0.399809,0.319992,0.395514,10,baseline,4,1,3
0,0.144542,0.14029,0.138272,1,baseline,4,1,5
1,0.233946,0.229904,0.220213,1,baseline,4,1,5
2,0.288531,0.283395,0.284949,1,baseline,4,1,5
3,0.336542,0.318352,0.329703,1,baseline,4,1,5
4,0.399809,0.343192,0.395514,1,baseline,4,1,5
0,0.144542,0.122922,0.138272,10,baseline,4,1,5
1,0.233946,0.212936,0.220213,10,baseline,4,1,5
2,0.288531,0.264668,0.284949,10,baseline,4,1,5
3,0.336542,0.292616,0.329703,10,baseline,4,1,5
4,0.399809,0.312915,0.395514,10,baseline,4,1,5
0,0.169907,0.16237,0.14667,1,baseline,5,0.1,1
1,0.268114,0.265642,0.248352,1,baseline,5,0.1,1
2,0.313588,0.285657,0.270934,1,baseline,5,0.1,1
3,0.348192,0.318013,0.315417,1,baseline,5,0.1,1
4,0.39878,0.31591,0.31981,1,baseline,5,0.1,1
0,0.169907,0.131242,0.14667,10,baseline,5,0.1,1
1,0.268114,0.230386,0.248352,10,baseline,5,0.1,1
2,0.313588,0.240014,0.270934,10,baseline,5,0.1,1
3,0.348192,0.276582,0.315417,10,baseline,5,0.1,1
4,0.39878,0.268392,0.31981,10,baseline,5,0.1,1
0,0.169907,0.16237,0.14667,1,baseline,5,0.1,3
1,0.268114,0.265642,0.248352,1,baseline,5,0.1,3
2,0.313588,0.285657,0.270934,1,baseline,5,0.1,3
3,0.348192,0.318013,0.315417,1,baseline,5,0.1,3
4,0.39878,0.31591,0.31981,1,baseline,5,0.1,3
0,0.169907,0.12615,0.14667,10,baseline,5,0.1,3
1,0.268114,0.226426,0.248352,10,baseline,5,0.1,3
2,0.313588,0.2375,0.270934,10,baseline,5,0.1,3
3,0.348192,0.273697,0.315417,10,baseline,5,0.1,3
4,0.39878,0.267802,0.31981,10,baseline,5,0.1,3
0,0.169907,0.16237,0.14667,1,baseline,5,0.1,5
1,0.268114,0.265642,0.248352,1,baseline,5,0.1,5
2,0.313588,0.285657,0.270934,1,baseline,5,0.1,5
3,0.348192,0.318013,0.315417,1,baseline,5,0.1,5
4,0.39878,0.31591,0.31981,1,baseline,5,0.1,5
0,0.169907,0.131916,0.14667,10,baseline,5,0.1,5
1,0.268114,0.231787,0.248352,10,baseline,5,0.1,5
2,0.313588,0.244138,0.270934,10,baseline,5,0.1,5
3,0.348192,0.279569,0.315417,10,baseline,5,0.1,5
4,0.39878,0.2744,0.31981,10,baseline,5,0.1,5
0,0.162217,0.154736,0.144229,1,baseline,5,0.25,1
1,0.25519,0.248207,0.223169,1,baseline,5,0.25,1
2,0.3034,0.290254,0.264381,1,baseline,5,0.25,1
3,0.342345,0.316426,0.312293,1,baseline,5,0.25,1
4,0.395307,0.326057,0.335124,1,baseline,5,0.25,1
0,0.162217,0.115757,0.144229,10,baseline,5,0.25,1
1,0.25519,0.191253,0.223169,10,baseline,5,0.25,1
2,0.3034,0.228019,0.264381,10,baseline,5,0.25,1
3,0.342345,0.252496,0.312293,10,baseline,5,0.25,1
4,0.395307,0.251366,0.335124,10,baseline,5,0.25,1
0,0.162217,0.154736,0.144229,1,baseline,5,0.25,3
1,0.25519,0.248207,0.223169,1,baseline,5,0.25,3
2,0.3034,0.290254,0.264381,1,baseline,5,0.25,3
3,0.342345,0.316426,0.312293,1,baseline,5,0.25,3
4,0.395307,0.326057,0.335124,1,baseline,5,0.25,3
0,0.162217,0.112434,0.144229,10,baseline,5,0.25,3
1,0.25519,0.188637,0.223169,10,baseline,5,0.25,3
2,0.3034,0.226863,0.264381,10,baseline,5,0.25,3
3,0.342345,0.251741,0.312293,10,baseline,5,0.25,3
4,0.395307,0.251686,0.335124,10,baseline,5,0.25,3
0,0.162217,0.154736,0.144229,1,baseline,5,0.25,5
1,0.25519,0.248207,0.223169,1,baseline,5,0.25,5
2,0.3034,0.290254,0.264381,1,baseline,5,0.25,5
3,0.342345,0.316426,0.312293,1,baseline,5,0.25,5
4,0.395307,0.326057,0.335124,1,baseline,5,0.25,5
0,0.162217,0.11706,0.144229,10,baseline,5,0.25,5
1,0.25519,0.193897,0.223169,10,baseline,5,0.25,5
2,0.3034,0.231296,0.264381,10,baseline,5,0.25,5
3,0.342345,0.257072,0.312293,10,baseline,5,0.25,5
4,0.395307,0.259168,0.335124,10,baseline,5,0.25,5
0,0.156833,0.147889,0.138727,1,baseline,5,0.5,1
1,0.249387,0.241984,0.21714,1,baseline,5,0.5,1
2,0.30159,0.286702,0.25848,1,baseline,5,0.5,1
3,0.340864,0.315022,0.297702,1,baseline,5,0.5,1
4,0.394591,0.329894,0.330375,1,baseline,5,0.5,1
0,0.156833,0.0989831,0.138727,10,baseline,5,0.5,1
1,0.249387,0.175313,0.21714,10,baseline,5,0.5,1
2,0.30159,0.208473,0.25848,10,baseline,5,0.5,1
3,0.340864,0.234149,0.297702,10,baseline,5,0.5,1
4,0.394591,0.238251,0.330375,10,baseline,5,0.5,1
0,0.156833,0.147889,0.138727,1,baseline,5,0.5,3
1,0.249387,0.241984,0.21714,1,baseline,5,0.5,3
2,0.30159,0.286702,0.25848,1,baseline,5,0.5,3
3,0.340864,0.315022,0.297702,1,baseline,5,0.5,3
4,0.394591,0.329894,0.330375,1,baseline,5,0.5,3
0,0.156833,0.101092,0.138727,10,baseline,5,0.5,3
1,0.249387,0.179589,0.21714,10,baseline,5,0.5,3
2,0.30159,0.21482,0.25848,10,baseline,5,0.5,3
3,0.340864,0.241114,0.297702,10,baseline,5,0.5,3
4,0.394591,0.247763,0.330375,10,baseline,5,0.5,3
0,0.156833,0.147889,0.138727,1,baseline,5,0.5,5
1,0.249387,0.241984,0.21714,1,baseline,5,0.5,5
2,0.30159,0.286702,0.25848,1,baseline,5,0.5,5
3,0.340864,0.315022,0.297702,1,baseline,5,0.5,5
4,0.394591,0.329894,0.330375,1,baseline,5,0.5,5
0,0.156833,0.106296,0.138727,10,baseline,5,0.5,5
1,0.249387,0.185918,0.21714,10,baseline,5,0.5,5
2,0.30159,0.222076,0.25848,10,baseline,5,0.5,5
3,0.340864,0.250355,0.297702,10,baseline,5,0.5,5
4,0.394591,0.258949,0.330375,10,baseline,5,0.5,5
0,0.155239,0.147927,0.139269,1,baseline,5,1,1
1,0.24693,0.238607,0.216033,1,baseline,5,1,1
2,0.299819,0.284865,0.258761,1,baseline,5,1,1
3,0.33927,0.313824,0.293089,1,baseline,5,1,1
4,0.39212,0.332176,0.331336,1,baseline,5,1,1
0,0.155239,0.13013,0.139269,10,baseline,5,1,1
1,0.24693,0.2309,0.216033,10,baseline,5,1,1
2,0.299819,0.293886,0.258761,10,baseline,5,1,1
3,0.33927,0.330692,0.293089,10,baseline,5,1,1
4,0.39212,0.348688,0.331336,10,baseline,5,1,1
0,0.155239,0.147927,0.139269,1,baseline,5,1,3
1,0.24693,0.238607,0.216033,1,baseline,5,1,3
2,0.299819,0.284865,0.258761,1,baseline,5,1,3
3,0.33927,0.313824,0.293089,1,baseline,5,1,3
4,0.39212,0.332176,0.331336,1,baseline,5,1,3
0,0.155239,0.12782,0.139269,10,baseline,5,1,3
1,0.24693,0.225804,0.216033,10,baseline,5,1,3
2,0.299819,0.284393,0.258761,10,baseline,5,1,3
3,0.33927,0.319005,0.293089,10,baseline,5,1,3
4,0.39212,0.336612,0.331336,10,baseline,5,1,3
0,0.155239,0.147927,0.139269,1,baseline,5,1,5
1,0.24693,0.238607,0.216033,1,baseline,5,1,5
2,0.299819,0.284865,0.258761,1,baseline,5,1,5
3,0.33927,0.313824,0.293089,1,baseline,5,1,5
4,0.39212,0.332176,0.331336,1,baseline,5,1,5
0,0.155239,0.130751,0.139269,10,baseline,5,1,5
1,0.24693,0.226421,0.216033,10,baseline,5,1,5
2,0.299819,0.281692,0.258761,10,baseline,5,1,5
3,0.33927,0.31608,0.293089,10,baseline,5,1,5
4,0.39212,0.333786,0.331336,10,baseline,5,1,5
0,0.156176,0.151512,0.136688,1,baseline,6,0.1,1
1,0.240335,0.228337,0.214256,1,baseline,6,0.1,1
2,0.29945,0.284225,0.271683,1,baseline,6,0.1,1
3,0.347218,0.322156,0.33099,1,baseline,6,0.1,1
4,0.403734,0.342595,0.367075,1,baseline,6,0.1,1
0,0.156176,0.10236,0.136688,10,baseline,6,0.1,1
1,0.240335,0.174088,0.214256,10,baseline,6,0.1,1
2,0.29945,0.245375,0.271683,10,baseline,6,0.1,1
3,0.347218,0.297777,0.33099,10,baseline,6,0.1,1
4,0.403734,0.316583,0.367075,10,baseline,6,0.1,1
0,0.156176,0.151512,0.136688,1,baseline,6,0.1,3
1,0.240335,0.228337,0.214256,1,baseline,6,0.1,3
2,0.29945,0.284225,0.271683,1,baseline,6,0.1,3
3,0.347218,0.322156,0.33099,1,baseline,6,0.1,3
4,0.403734,0.342595,0.367075,1,baseline,6,0.1,3
0,0.156176,0.108016,0.136688,10,baseline,6,0.1,3
1,0.240335,0.181044,0.214256,10,baseline,6,0.1,3
2,0.29945,0.247521,0.271683,10,baseline,6,0.1,3
3,0.347218,0.296749,0.33099,10,baseline,6,0.1,3
4,0.403734,0.314084,0.367075,10,baseline,6,0.1,3
0,0.156176,0.151512,0.136688,1,baseline,6,0.1,5
1,0.240335,0.228337,0.214256,1,baseline,6,0.1,5
2,0.29945,0.284225,0.271683,1,baseline,6,0.1,5
3,0.347218,0.322156,0.33099,1,baseline,6,0.1,5
4,0.403734,0.342595,0.367075,1,baseline,6,0.1,5
0,0.156176,0.12417,0.136688,10,baseline,6,0.1,5
1,0.240335,0.198167,0.214256,10,baseline,6,0.1,5
2,0.29945,0.259572,0.271683,10,baseline,6,0.1,5
3,0.347218,0.304079,0.33099,10,baseline,6,0.1,5
4,0.403734,0.321409,0.367075,10,baseline,6,0.1,5
0,0.152223,0.141616,0.125424,1,baseline,6,0.25,1
1,0.238081,0.22075,0.211073,1,baseline,6,0.25,1
2,0.293815,0.281733,0.271982,1,baseline,6,0.25,1
3,0.343311,0.317131,0.330413,1,baseline,6,0.25,1
4,0.40386,0.333266,0.370673,1,baseline,6,0.25,1
0,0.152223,0.0842573,0.125424,10,baseline,6,0.25,1
1,0.238081,0.159538,0.211073,10,baseline,6,0.25,1
2,0.293815,0.227517,0.271982,10,baseline,6,0.25,1
3,0.343311,0.275118,0.330413,10,baseline,6,0.25,1
4,0.40386,0.293779,0.370673,10,baseline,6,0.25,1
0,0.152223,0.141616,0.125424,1,baseline,6,0.25,3
1,0.238081,0.22075,0.211073,1,baseline,6,0.25,3
2,0.293815,0.281733,0.271982,1,baseline,6,0.25,3
3,0.343311,0.317131,0.330413,1,baseline,6,0.25,3
4,0.40386,0.333266,0.370673,1,baseline,6,0.25,3
0,0.152223,0.0966876,0.125424,10,baseline,6,0.25,3
1,0.238081,0.173441,0.211073,10,baseline,6,0.25,3
2,0.293815,0.235874,0.271982,10,baseline,6,0.25,3
3,0.343311,0.279807,0.330413,10,baseline,6,0.25,3
4,0.40386,0.295453,0.370673,10,baseline,6,0.25,3
0,0.152223,0.141616,0.125424,1,baseline,6,0.25,5
1,0.238081,0.22075,0.211073,1,baseline,6,0.25,5
2,0.293815,0.281733,0.271982,1,baseline,6,0.25,5
3,0.343311,0.317131,0.330413,1,baseline,6,0.25,5
4,0.40386,0.333266,0.370673,1,baseline,6,0.25,5
0,0.152223,0.112159,0.125424,10,baseline,6,0.25,5
1,0.238081,0.189215,0.211073,10,baseline,6,0.25,5
2,0.293815,0.24609,0.271982,10,baseline,6,0.25,5
3,0.343311,0.284459,0.330413,10,baseline,6,0.25,5
4,0.40386,0.29822,0.370673,10,baseline,6,0.25,5
0,0.159263,0.149249,0.135218,1,baseline,6,0.5,1
1,0.245206,0.231869,0.213439,1,baseline,6,0.5,1
2,0.297865,0.282441,0.275936,1,baseline,6,0.5,1
3,0.344988,0.32107,0.335578,1,baseline,6,0.5,1
4,0.405182,0.332259,0.373516,1,baseline,6,0.5,1
0,0.159263,0.0926363,0.135218,10,baseline,6,0.5,1
1,0.245206,0.168508,0.213439,10,baseline,6,0.5,1
2,0.297865,0.219616,0.275936,10,baseline,6,0.5,1
3,0.344988,0.26064,0.335578,10,baseline,6,0.5,1
4,0.405182,0.272605,0.373516,10,baseline,6,0.5,1
0,0.159263,0.149249,0.135218,1,baseline,6,0.5,3
1,0.245206,0.231869,0.213439,1,baseline,6,0.5,3
2,0.297865,0.282441,0.275936,1,baseline,6,0.5,3
3,0.344988,0.32107,0.335578,1,baseline,6,0.5,3
4,0.405182,0.332259,0.373516,1,baseline,6,0.5,3
0,0.159263,0.109005,0.135218,10,baseline,6,0.5,3
1,0.245206,0.185133,0.213439,10,baseline,6,0.5,3
2,0.297865,0.229018,0.275936,10,baseline,6,0.5,3
3,0.344988,0.265342,0.335578,10,baseline,6,0.5,3
4,0.405182,0.270267,0.373516,10,baseline,6,0.5,3
0,0.159263,0.149249,0.135218,1,baseline,6,0.5,5
1,0.245206,0.231869,0.213439,1,baseline,6,0.5,5
2,0.297865,0.282441,0.275936,1,baseline,6,0.5,5
3,0.344988,0.32107,0.335578,1,baseline,6,0.5,5
4,0.405182,0.332259,0.373516,1,baseline,6,0.5,5
0,0.159263,0.1237,0.135218,10,baseline,6,0.5,5
1,0.245206,0.199152,0.213439,10,baseline,6,0.5,5
2,0.297865,0.237382,0.275936,10,baseline,6,0.5,5
3,0.344988,0.269132,0.335578,10,baseline,6,0.5,5
4,0.405182,0.272185,0.373516,10,baseline,6,0.5,5
0,0.158616,0.147839,0.138136,1,baseline,6,1,1
1,0.246253,0.231192,0.212003,1,baseline,6,1,1
2,0.298591,0.283604,0.277644,1,baseline,6,1,1
3,0.34532,0.316589,0.331175,1,baseline,6,1,1
4,0.404878,0.330422,0.379065,1,baseline,6,1,1
0,0.158616,0.111018,0.138136,10,baseline,6,1,1
1,0.246253,0.204399,0.212003,10,baseline,6,1,1
2,0.298591,0.279538,0.277644,10,baseline,6,1,1
3,0.34532,0.330146,0.331175,10,baseline,6,1,1
4,0.404878,0.346784,0.379065,10,baseline,6,1,1
0,0.158616,0.147839,0.138136,1,baseline,6,1,3
1,0.246253,0.231192,0.212003,1,baseline,6,1,3
2,0.298591,0.283604,0.277644,1,baseline,6,1,3
3,0.34532,0.316589,0.331175,1,baseline,6,1,3
4,0.404878,0.330422,0.379065,1,baseline,6,1,3
0,0.158616,0.113259,0.138136,10,baseline,6,1,3
1,0.246253,0.207689,0.212003,10,baseline,6,1,3
2,0.298591,0.284243,0.277644,10,baseline,6,1,3
3,0.34532,0.336263,0.331175,10,baseline,6,1,3
4,0.404878,0.351844,0.379065,10,baseline,6,1,3
0,0.158616,0.147839,0.138136,1,baseline,6,1,5
1,0.246253,0.231192,0.212003,1,baseline,6,1,5
2,0.298591,0.283604,0.277644,1,baseline,6,1,5
3,0.34532,0.316589,0.331175,1,baseline,6,1,5
4,0.404878,0.330422,0.379065,1,baseline,6,1,5
0,0.158616,0.122824,0.138136,10,baseline,6,1,5
1,0.246253,0.217598,0.212003,10,baseline,6,1,5
2,0.298591,0.291728,0.277644,10,baseline,6,1,5
3,0.34532,0.340818,0.331175,10,baseline,6,1,5
4,0.404878,0.355934,0.379065,10,baseline,6,1,5
0,0.137578,0.135614,0.129676,1,baseline,7,0.1,1
1,0.225651,0.229123,0.229858,1,baseline,7,0.1,1
2,0.279406,0.271296,0.291702,1,baseline,7,0.1,1
3,0.326475,0.29302,0.314138,1,baseline,7,0.1,1
4,0.379575,0.325106,0.398612,1,baseline,7,0.1,1
0,0.137578,0.13561,0.129676,10,baseline,7,0.1,1
1,0.225651,0.218202,0.229858,10,baseline,7,0.1,1
2,0.279406,0.255751,0.291702,10,baseline,7,0.1,1
3,0.326475,0.277905,0.314138,10,baseline,7,0.1,1
4,0.379575,0.305558,0.398612,10,baseline,7,0.1,1
0,0.137578,0.135614,0.129676,1,baseline,7,0.1,3
1,0.225651,0.229123,0.229858,1,baseline,7,0.1,3
2,0.279406,0.271296,0.291702,1,baseline,7,0.1,3
3,0.326475,0.29302,0.314138,1,baseline,7,0.1,3
4,0.379575,0.325106,0.398612,1,baseline,7,0.1,3
0,0.137578,0.138678,0.129676,10,baseline,7,0.1,3
1,0.225651,0.225707,0.229858,10,baseline,7,0.1,3
2,0.279406,0.266538,0.291702,10,baseline,7,0.1,3
3,0.326475,0.288977,0.314138,10,baseline,7,0.1,3
4,0.379575,0.322274,0.398612,10,baseline,7,0.1,3
0,0.137578,0.135614,0.129676,1,baseline,7,0.1,5
1,0.225651,0.229123,0.229858,1,baseline,7,0.1,5
2,0.279406,0.271296,0.291702,1,baseline,7,0.1,5
3,0.326475,0.29302,0.314138,1,baseline,7,0.1,5
4,0.379575,0.325106,0.398612,1,baseline,7,0.1,5
0,0.137578,0.132508,0.129676,10,baseline,7,0.1,5
1,0.225651,0.220202,0.229858,10,baseline,7,0.1,5
2,0.279406,0.260808,0.291702,10,baseline,7,0.1,5
3,0.326475,0.28285,0.314138,10,baseline,7,0.1,5
4,0.379575,0.315486,0.398612,10,baseline,7,0.1,5
0,0.143219,0.145684,0.145115,1,baseline,7,0.25,1
1,0.231983,0.234835,0.233369,1,baseline,7,0.25,1
2,0.280137,0.270724,0.279998,1,baseline,7,0.25,1
3,0.327833,0.297889,0.326703,1,baseline,7,0.25,1
4,0.385634,0.330106,0.398109,1,baseline,7,0.25,1
0,0.143219,0.133181,0.145115,10,baseline,7,0.25,1
1,0.231983,0.211743,0.233369,10,baseline,7,0.25,1
2,0.280137,0.240931,0.279998,10,baseline,7,0.25,1
3,0.327833,0.261067,0.326703,10,baseline,7,0.25,1
4,0.385634,0.287855,0.398109,10,baseline,7,0.25,1
0,0.143219,0.145684,0.145115,1,baseline,7,0.25,3
1,0.231983,0.234835,0.233369,1,baseline,7,0.25,3
2,0.280137,0.270724,0.279998,1,baseline,7,0.25,3
3,0.327833,0.297889,0.326703,1,baseline,7,0.25,3
4,0.385634,0.330106,0.398109,1,baseline,7,0.25,3
0,0.143219,0.140311,0.145115,10,baseline,7,0.25,3
1,0.231983,0.220888,0.233369,10,baseline,7,0.25,3
2,0.280137,0.252218,0.279998,10,baseline,7,0.25,3
3,0.327833,0.273763,0.326703,10,baseline,7,0.25,3
4,0.385634,0.303424,0.398109,10,baseline,7,0.25,3
0,0.143219,0.145684,0.145115,1,baseline,7,0.25,5
1,0.231983,0.234835,0.233369,1,baseline,7,0.25,5
2,0.280137,0.270724,0.279998,1,baseline,7,0.25,5
3,0.327833,0.297889,0.326703,1,baseline,7,0.25,5
4,0.385634,0.330106,0.398109,1,baseline,7,0.25,5
0,0.143219,0.136028,0.145115,10,baseline,7,0.25,5
1,0.231983,0.217552,0.233369,10,baseline,7,0.25,5
2,0.280137,0.249674,0.279998,10,baseline,7,0.25,5
3,0.327833,0.272352,0.326703,10,baseline,7,0.25,5
4,0.385634,0.301838,0.398109,10,baseline,7,0.25,5
0,0.143026,0.143525,0.14567,1,baseline,7,0.5,1
1,0.228316,0.229783,0.229985,1,baseline,7,0.5,1
2,0.277169,0.265454,0.268651,1,baseline,7,0.5,1
3,0.324686,0.295816,0.323845,1,baseline,7,0.5,1
4,0.382027,0.32667,0.399988,1,baseline,7,0.5,1
0,0.143026,0.132677,0.14567,10,baseline,7,0.5,1
1,0.228316,0.203321,0.229985,10,baseline,7,0.5,1
2,0.277169,0.227589,0.268651,10,baseline,7,0.5,1
