seed,p,K,t,loss_ratio,off_balance,nonadopter_rate_change,coef_capacity,coef_nightlife_density,coef_prior_violations,coef_late_night_hours,coef_staff_training_score,coef_security_staff,coef_incident_response_time,coef_camera_coverage,coef_license_compliance,noncausal_camera_coverage,noncausal_license_compliance,noncausal_share,rebalance
12,0.0,3,5,0.8912798233223762,0.0,0.02579668703916771,0.6993405044561928,0.11646245474431327,0.00903003299848751,0.10850600545320807,-1.1405655173617775,-0.28946602915039377,0.029696491757199777,-0.8493364377643148,-0.3590121048199537,0.1916243639935344,0.0654892330214599,0.2571135970149943,never
12,0.0,3,6,0.8748889278578253,0.0,0.05501644296628805,0.6548823018584571,0.12563132590281317,0.010726924887167347,0.09861047782854336,-1.1256221155765458,-0.3484300830507713,0.030281900409332246,-0.7363791663757936,-0.3428886174342082,0.17079511828908317,0.06541160206785573,0.23620672035693888,never
12,0.0,3,7,0.8603609720914399,0.0,0.07803359735144588,0.6240182495620761,0.1328803869355345,0.012385515440861429,0.10138740063618543,-1.1007345520911562,-0.39829261949002953,0.028019682509477086,-0.651905929948238,-0.3709510220207422,0.15072802887436387,0.07132176546461025,0.22204979433897412,never
12,0.0,3,8,0.8564403578314309,0.0,0.08403874932097155,0.6238546505102107,0.13058414451213446,0.013458216027360272,0.09857789231388084,-1.093104895323403,-0.4478751401180031,0.027711706084047265,-0.5924214589906677,-0.41185545353362424,0.13546923717818127,0.07901595250605946,0.2144851896842407,never
12,0.0,3,9,0.864789822073451,0.0,0.06736342504671988,0.6367472017916785,0.147669201882942,0.013405754553101558,0.09721728705668589,-1.056462390506317,-0.4459433529770938,0.0263020841131467,-0.6207051583667811,-0.49778965791141017,0.14134362333246725,0.09511368044535262,0.23645730377781987,never
12,0.0,3,10,0.8754831042469989,0.0,0.05262367043218319,0.6483533026514702,0.14583483664208916,0.012798299689644119,0.09394803984060382,-1.0441981465440322,-0.4662636316599047,0.026352008660928624,-0.6518718037217804,-0.513088184317277,0.14732801116053124,0.09706077665405421,0.24438878781458545,never
13,0.0,3,1,0.7453615583876165,0.15529752955980983,0.0,0.7449443360668442,0.1940997812781854,0.010750124589379226,0.08949458358728184,-0.7956983920431809,-0.37634444996274247,0.0349762020272861,-0.5776720045747449,-0.34101517693930977,0.1555583588652324,0.0748377061638927,0.23039606502912513,on
13,0.0,3,2,0.7475059353064909,0.1622019036930967,-0.006835231096544714,0.7593402286711219,0.20040211557815743,0.010939632084099237,0.08507472795979978,-0.8418052011037643,-0.40702406165954974,0.03266190547887197,-0.6013443268542368,-0.3580656975569944,0.15895671589935872,0.07676726791798326,0.235723983817342,on
13,0.0,3,3,0.7445359630609009,0.16310198609166998,-0.0008325565004350111,0.7655091155454278,0.18587805046562805,0.009098329393029118,0.09058334494723642,-0.9044824686966562,-0.45127074093019887,0.029406620184133238,-0.6062665030246976,-0.3099732071974323,0.155344648327627,0.06377620377379617,0.21912085210142318,on
13,0.0,3,4,0.7357390689483344,0.17524048244592313,0.011700055762420725,0.7719759527703237,0.17430630260594007,0.009073549522298784,0.0950970479757348,-0.961447270004779,-0.4726270088183862,0.03059693624994072,-0.573206589655187,-0.34108387070028134,0.13948237340096836,0.06712628261669383,0.2066086560176622,on
