seed,cap,weight,setting,p,kept_t1,kept_t10,gap_proxy_heavy_t1,gap_proxy_heavy_t10,gap_causal_only_t1,share_proxy_heavy,noncausal_t1,noncausal_t10,camera_coef_t10,peak_lr,at_cap_t1
16,0.15,0.2,camera=0.1,0.5,0.9096861202056631,0.6460832460169155,6.894921486138424,0.2564715460022895,-10.706335492857608,0.06893056259503294,0.11303638522552627,0.09492178239823522,-0.39294442976059524,0.8664766635350167,0.2341611758743031
16,0.15,0.2,camera=0.3,0.5,0.9034199718668321,0.6680370973731443,2.869628380531899,-2.380726563905739,-11.315710680561345,0.05980739989863153,0.09325201112778204,0.08456941804727777,-0.5961102135710353,0.8722262431329492,0.25899645210339584
17,0.15,0.2,baseline,0.25,0.8690128286831099,0.5018640110190878,9.101324276993926,3.07728604690729,-8.07183939245498,0.02405857740585774,0.156376109964636,0.279003376644267,-0.5615328194859159,0.7672635056767216,0.18828451882845187
17,0.15,0.2,baseline,0.5,0.8706585808770062,0.4269289021741018,7.268321206995357,1.7809937770037279,-8.828001496744125,0.019760790431617263,0.156376109964636,0.34323910290763543,-0.640332223272675,0.8218127065562064,0.1705668226729069
17,0.15,0.2,baseline,1.0,0.8696809171984249,0.6723112693305745,8.606997515703686,5.050864717482127,-8.890190504156507,0.017592359889419453,0.156376109964636,0.20710984848708805,-0.72476654676028,1.0203361251951502,0.17441568233224428
17,0.15,0.2,camera=0.1,0.5,0.869016931641312,0.45404118173832086,7.107052718180723,2.047567640800032,-9.285516789505289,0.02596053997923157,0.10718232370608168,0.2387987327738598,-0.6269522493181285,0.8193315876122897,0.18743509865005192
17,0.15,0.2,camera=0.3,0.5,0.8721494907247973,0.49968414053835547,1.778765165681806,-2.951349984631589,-10.104335256676086,0.03116883116883117,0.04616763766215584,0.1415718649272258,-0.7904358726359717,0.8181353355333524,0.2161038961038961
18,0.15,0.2,baseline,0.25,0.8715051669276711,0.6010989643204554,5.533045426910975,2.7089995626693675,-13.600436650975666,0.07314629258517034,0.18114838882669948,0.28857542109728346,-0.5681003854037558,0.7661978290237563,0.20741482965931865
18,0.15,0.2,baseline,0.5,0.8736434647723282,0.5217593628982719,6.071772494063543,1.435785494218744,-13.227776327155102,0.07352941176470588,0.18114838882669948,0.3271692152789031,-0.485193438865859,0.8067610462334427,0.2079107505070994
18,0.15,0.2,baseline,1.0,0.8737273197867045,0.8546300544080196,5.730414442955515,5.803337123046023,-13.493466905282906,0.07223760382582431,0.18114838882669948,0.20953301704460867,-0.5175805345861607,0.9780499597677388,0.2008557764913164
18,0.15,0.2,camera=0.1,0.5,0.8792693587294705,0.5120426970679357,3.845854615788545,-1.010032645581928,-12.816472188658064,0.07454361054766734,0.11032930754722997,0.21295187119604453,-0.5386211794575607,0.8073174404659622,0.2165314401622718
18,0.15,0.2,camera=0.3,0.5,0.8543310939792406,0.5507828192950305,-2.412744319938933,-6.070550028002151,-13.838795946758708,0.09685598377281947,0.08540378078295575,0.15946835542671695,-0.6200210903365935,0.8099995954462732,0.23732251521298176
19,0.15,0.2,baseline,0.25,0.9295942460638849,0.8667450466410506,5.5972878500680885,4.649149521229947,-12.825527494573546,0.056623931623931624,0.17393536685276223,0.1744382541966517,-0.6428050668315649,0.7568197078104734,0.19337606837606838
19,0.15,0.2,baseline,0.5,0.9318087583991895,0.8098885453024489,6.591837548261975,5.2946110155587345,-12.539263006986495,0.05287713841368585,0.17393536685276223,0.20072570968530862,-0.5617013959424635,0.8127548705551804,0.2011404872991187
19,0.15,0.2,baseline,1.0,0.9335753666729674,1.0038662392285598,5.693009897304229,7.319960743294364,-12.500818961886246,0.05920722528850978,0.17393536685276223,0.17422955764064782,-0.6791777372044572,1.0324267959745683,0.2107375815353738
19,0.15,0.2,camera=0.1,0.5,0.9312918761366182,0.8321532818787686,4.462707065385825,3.321606231104475,-12.884024837905278,0.05552672548002076,0.11070473801609995,0.129661096859532,-0.566576125396804,0.810302767629596,0.21743642968344576
19,0.15,0.2,camera=0.3,0.5,0.9381620412999657,0.826283799751231,0.7972628175240288,-1.419978128015832,-12.861346372238714,0.0689119170984456,0.10011034540661887,0.07763244985130295,-0.6161377867653788,0.8113472173039535,0.2689119170984456
0,0.15,0.4,baseline,0.25,0.7910397478126759,0.9706903985914549,4.058179610356801,5.086044672566331,-14.577061338007901,0.10308285163776493,0.24329019133343513,0.17565911330453285,-0.451426196388712,0.7989066914489362,0.7678227360308285
0,0.15,0.4,baseline,0.5,0.7827494960255627,0.9308838737891817,4.356093793279362,4.814697538261469,-14.820031453092714,0.09286412512218964,0.24329019133343513,0.1777205481880447,-0.43607301008260696,0.8633686174493345,0.7541544477028348
0,0.15,0.4,baseline,1.0,0.7842078090269399,1.1185188786875606,3.8031326854814105,6.62469186367803,-14.818555773142739,0.09974874371859296,0.24329019133343513,0.12905362444944096,-0.43646597292135564,1.0808020523427797,0.7540201005025126
